net,length_um
scaleAdd._085_,7.76
accumulator._1058_,7.74
accumulator._1116_,7.74
scaleAdd._033_,7.74
accumulator._0702_,7.7
accumulator._0251_,7.68
accumulator._0879_,7.66
scaleAdd._027_,7.66
scaleAdd._142_,7.66
accumulator._0161_,7.64
accumulator._0885_,7.64
scaleAdd._174_,7.64
net111,7.64
accumulator._0036_,7.6
scaleAdd._073_,7.6
accumulator._0855_,7.56
accumulator._0155_,7.52
accumulator._0487_,7.52
accumulator._0956_,7.52
scaleAdd._041_,7.52
net89,7.52
accumulator._0180_,7.5
accumulator._1077_,7.5
accumulator._0156_,7.48
accumulator._0952_,7.48
io_inB[3],7.47
accumulator._1146_,7.44
accumulator._0273_,7.42
accumulator._0863_,7.4
accumulator._0146_,7.34
scaleAdd._165_,7.34
accumulator._0580_,7.32
operator.io_outSign,7.32
accumulator._0679_,7.28
accumulator._0214_,7.25
accumulator._0154_,7.24
accumulator._0565_,7.24
accumulator._0181_,7.22
accumulator._1031_,7.22
accumulator._0923_,7.21
scaleAdd._167_,7.2
scaleAdd._183_,7.2
scaleAdd._198_,7.2
accumulator._0307_,7.18
accumulator._0454_,7.18
accumulator._0912_,7.18
scaleAdd._019_,7.18
accumulator._0094_,7.13
io_accOut[13],7.11
io_accOut[26],7.11
accumulator._0360_,7.1
scaleAdd._163_,7.1
accumulator._0123_,7.08
accumulator._0266_,7.08
scaleAdd._086_,7.06
net71,7.06
accumulator._0611_,7
accumulator._0475_,6.98
accumulator._0671_,6.98
accumulator._1162_,6.98
accumulator._1176_,6.98
net17,6.98
accumulator._0482_,6.96
accumulator._0014_,6.935
accumulator._0921_,6.9
accumulator._0363_,6.86
scaleAdd._069_,6.86
scaleAdd._187_,6.84
accumulator._0697_,6.82
accumulator._0288_,6.79
accumulator._0951_,6.78
accumulator._0516_,6.76
net98,6.76
accumulator._0257_,6.74
accumulator._0616_,6.74
scaleAdd._043_,6.74
accumulator._0003_,6.725
scaleAdd._039_,6.72
net68,6.72
accumulator._0024_,6.705
scaleAdd._102_,6.7
accumulator._0480_,6.66
net63,6.64
accumulator._0355_,6.62
accumulator._0385_,6.6
scaleAdd._110_,6.56
scaleAdd._135_,6.54
accumulator._0624_,6.52
accumulator._0943_,6.52
accumulator._1086_,6.52
accumulator._0291_,6.5
accumulator._0469_,6.5
accumulator.io_inExp\[1\],6.48
accumulator._0485_,6.47
accumulator._0519_,6.42
accumulator._0232_,6.4
accumulator._0834_,6.4
accumulator._0905_,6.4
scaleAdd._141_,6.38
scaleAdd._193_,6.36
scaleAdd._058_,6.34
accumulator._0134_,6.32
accumulator._0942_,6.32
scaleAdd._047_,6.32
accumulator._0690_,6.3
accumulator._0328_,6.26
accumulator._0373_,6.26
accumulator._0559_,6.26
accumulator._0595_,6.26
accumulator._0957_,6.26
accumulator._0086_,6.21
accumulator._0359_,6.2
accumulator._0993_,6.2
accumulator._0174_,6.18
accumulator._0230_,6.18
accumulator._0774_,6.18
scaleAdd._017_,6.18
scaleAdd._025_,6.18
scaleAdd._166_,6.18
net67,6.16
accumulator._0157_,6.14
accumulator._0182_,6.14
accumulator._0342_,6.14
accumulator._1104_,6.14
operator._10_,6.14
scaleAdd._144_,6.14
accumulator._0303_,6.12
io_accOut[29],6.09
scaleAdd._175_,6.06
scaleAdd._201_,6.06
net81,6.06
accumulator._0494_,6.04
accumulator._0233_,6.02
accumulator._0327_,6.02
accumulator._1144_,6.02
scaleAdd._071_,6.02
scaleAdd._172_,5.99
accumulator._0059_,5.98
io_resetAcc,5.97
accumulator._0299_,5.96
accumulator._0777_,5.94
accumulator._0858_,5.94
accumulator._0969_,5.94
accumulator._1131_,5.94
scaleAdd._063_,5.94
net64,5.94
accumulator._1027_,5.86
scaleAdd._076_,5.86
accumulator._0780_,5.84
accumulator._1060_,5.84
accumulator._1125_,5.84
accumulator._0204_,5.82
scaleAdd._111_,5.82
accumulator._0254_,5.8
accumulator._0644_,5.8
accumulator._1130_,5.78
io_accOut[10],5.75
io_accOut[12],5.75
io_accOut[16],5.75
io_accOut[21],5.75
io_accOut[9],5.75
accumulator._0210_,5.72
accumulator._1009_,5.72
accumulator._1032_,5.72
accumulator._1139_,5.72
scaleAdd._000_,5.72
scaleAdd._079_,5.72
accumulator._0390_,5.68
accumulator._1001_,5.68
accumulator.io_inExp\[3\],5.68
scaleAdd._104_,5.68
reset,5.63
accumulator._0296_,5.62
accumulator._0506_,5.62
accumulator._0558_,5.62
accumulator._0362_,5.6
accumulator._0528_,5.6
accumulator._0550_,5.6
accumulator._0747_,5.6
accumulator._0033_,5.58
accumulator._0688_,5.58
scaleAdd._018_,5.56
accumulator._0674_,5.52
accumulator._0728_,5.52
accumulator._0889_,5.48
accumulator._0282_,5.46
scaleAdd._128_,5.44
io_accOut[11],5.41
accumulator._0052_,5.4
accumulator._0091_,5.4
accumulator._0139_,5.4
accumulator._0261_,5.4
accumulator._0573_,5.38
accumulator._0939_,5.38
accumulator._1013_,5.38
accumulator._1075_,5.38
scaleAdd._133_,5.38
accumulator._0283_,5.36
accumulator._0964_,5.36
accumulator._0144_,5.34
accumulator._0183_,5.34
accumulator._0231_,5.34
accumulator._0530_,5.34
accumulator._0723_,5.34
accumulator._1154_,5.34
scaleAdd._116_,5.34
scaleAdd._215_,5.33
accumulator._0724_,5.28
accumulator._0256_,5.26
accumulator._0572_,5.26
accumulator._0603_,5.26
accumulator._0738_,5.26
accumulator._0840_,5.26
accumulator._1071_,5.26
accumulator._1106_,5.26
operator._03_,5.26
accumulator._0297_,5.22
accumulator._0601_,5.22
accumulator._0862_,5.22
accumulator._1005_,5.22
accumulator._1023_,5.22
accumulator._1074_,5.22
scaleAdd._112_,5.22
scaleAdd._143_,5.22
net66,5.22
net95,5.22
accumulator._1114_,5.21
scaleAdd._097_,5.14
net99,5.14
accumulator._1054_,5.12
accumulator._1110_,5.1
scaleAdd._229_,5.1
net93,5.1
io_accOut[0],5.07
io_accOut[15],5.07
io_accOut[1],5.07
io_accOut[24],5.07
io_accOut[27],5.07
io_accOut[4],5.07
accumulator._0217_,5.06
accumulator._0078_,5.04
accumulator._0672_,5.04
accumulator._0240_,4.94
accumulator._0638_,4.92
accumulator._0745_,4.92
accumulator._0880_,4.92
accumulator._0896_,4.92
accumulator._0975_,4.92
accumulator._0670_,4.9
scaleAdd._154_,4.9
accumulator._0040_,4.88
accumulator._0279_,4.88
accumulator._0357_,4.88
accumulator._0648_,4.88
accumulator._0733_,4.88
scaleAdd._127_,4.88
accumulator._0011_,4.845
accumulator._0188_,4.82
accumulator._0643_,4.82
operator._05_,4.82
accumulator._0277_,4.8
accumulator._0365_,4.8
accumulator._0699_,4.8
accumulator._0949_,4.8
accumulator._1082_,4.8
net57,4.8
net62,4.8
accumulator._0397_,4.76
accumulator._0531_,4.76
accumulator._0999_,4.76
accumulator._1015_,4.76
accumulator._1018_,4.76
accumulator._1042_,4.76
scaleAdd._151_,4.76
scaleAdd._199_,4.76
net73,4.75
io_accOut[30],4.73
io_start,4.61
accumulator._0027_,4.605
accumulator._0664_,4.6
accumulator._0734_,4.6
accumulator._0073_,4.58
accumulator._0326_,4.56
scaleAdd._044_,4.56
scaleAdd._077_,4.56
net97,4.56
accumulator._0175_,4.54
scaleAdd._001_,4.54
scaleAdd._169_,4.54
accumulator._0468_,4.48
accumulator._0089_,4.46
accumulator._0117_,4.46
accumulator._0140_,4.46
accumulator._0148_,4.46
accumulator._0404_,4.46
accumulator._0609_,4.46
accumulator._0731_,4.46
accumulator._0928_,4.46
accumulator._1091_,4.46
accumulator._0248_,4.44
scaleAdd._202_,4.44
accumulator._0037_,4.42
accumulator._0145_,4.42
accumulator._0395_,4.42
accumulator._0908_,4.42
accumulator._1029_,4.42
accumulator._1145_,4.42
scaleAdd._130_,4.42
accumulator._0393_,4.39
io_accOut[14],4.39
io_accOut[17],4.39
io_accOut[18],4.39
io_accOut[22],4.39
io_accOut[23],4.39
io_accOut[25],4.39
io_accOut[28],4.39
io_done,4.39
accumulator._0099_,4.36
scaleAdd._014_,4.36
scaleAdd._156_,4.36
accumulator._0350_,4.34
accumulator._0937_,4.34
accumulator._0960_,4.34
accumulator._1066_,4.34
accumulator._1112_,4.34
accumulator.io_inExp\[5\],4.34
operator._09_,4.34
net88,4.34
accumulator._0982_,4.27
accumulator._0575_,4.24
accumulator._1044_,4.22
accumulator._1084_,4.22
scaleAdd._016_,4.22
scaleAdd._034_,4.22
operator._08_,4.2
accumulator._1175_,4.14
accumulator._0848_,4.1
accumulator._0973_,4.1
accumulator._1059_,4.1
scaleAdd._188_,4.1
accumulator._0757_,4.02
net110,4.02
accumulator._0208_,4
accumulator._0439_,4
accumulator._0958_,4
accumulator._0994_,4
accumulator._0998_,4
scaleAdd._152_,4
scaleAdd._157_,4
net70,4
accumulator._0302_,3.98
scaleAdd._213_,3.98
accumulator._0019_,3.925
accumulator._0446_,3.9
accumulator._0650_,3.9
scaleAdd._216_,3.9
accumulator._0051_,3.88
accumulator._0149_,3.88
accumulator._0293_,3.88
accumulator._0878_,3.88
accumulator._0882_,3.88
accumulator._1045_,3.88
scaleAdd._089_,3.88
accumulator._0009_,3.78
accumulator._0028_,3.78
accumulator._0076_,3.76
scaleAdd._028_,3.76
accumulator._0764_,3.68
accumulator._0790_,3.68
accumulator._1007_,3.56
operator._02_,3.56
scaleAdd._042_,3.56
accumulator._0084_,3.54
accumulator._0736_,3.54
accumulator._1129_,3.54
accumulator._0169_,3.52
accumulator._0223_,3.52
accumulator._1133_,3.52
accumulator._0013_,3.465
net87,3.44
accumulator._0168_,3.42
accumulator._0300_,3.42
accumulator._0815_,3.42
accumulator._0929_,3.42
accumulator._1158_,3.42
scaleAdd._121_,3.42
scaleAdd._206_,3.42
net72,3.37
accumulator._0887_,3.32
accumulator._1159_,3.32
accumulator._0825_,3.3
accumulator._0007_,3.295
accumulator._0016_,3.225
accumulator._0793_,3.22
accumulator._0714_,3.18
accumulator._0005_,3.175
accumulator._0026_,3.175
accumulator._0008_,3.145
accumulator._0151_,3.13
accumulator._0585_,3.1
accumulator._1011_,3.1
scaleAdd._053_,3.1
scaleAdd._208_,3.1
accumulator._0068_,3.08
accumulator._0072_,3.08
accumulator._0294_,3.08
accumulator._0301_,3.08
accumulator._0413_,3.08
accumulator._0750_,3.08
accumulator._0817_,3.08
accumulator._0944_,3.08
accumulator._1064_,3.08
accumulator._1135_,3.08
accumulator._1136_,3.08
scaleAdd._194_,3.06
accumulator._0000_,3.005
accumulator._0111_,2.96
accumulator._0209_,2.96
accumulator._0243_,2.96
accumulator._0246_,2.96
accumulator._0285_,2.96
accumulator._0382_,2.96
accumulator._0693_,2.96
accumulator._0748_,2.96
accumulator._0985_,2.96
accumulator._1010_,2.96
accumulator._1019_,2.96
scaleAdd._107_,2.96
accumulator._0032_,2.945
accumulator._0205_,2.86
accumulator._0547_,2.86
accumulator._0119_,2.76
accumulator._0526_,2.76
accumulator._0783_,2.76
operator._00_,2.76
net113,2.76
accumulator._0927_,2.64
accumulator._1041_,2.64
scaleAdd._026_,2.64
accumulator._0045_,2.62
accumulator._0236_,2.62
accumulator._0258_,2.62
accumulator._0270_,2.62
accumulator._0407_,2.62
accumulator._0686_,2.62
accumulator._0711_,2.62
accumulator._0753_,2.62
accumulator._0806_,2.62
accumulator._0948_,2.62
accumulator._0981_,2.62
accumulator._1141_,2.62
scaleAdd._205_,2.62
scaleAdd._232_,2.62
accumulator._0012_,2.585
accumulator._0201_,2.575
accumulator._0030_,2.54
accumulator._0515_,2.52
accumulator._0867_,2.52
accumulator._0038_,2.5
accumulator._0264_,2.5
accumulator._0289_,2.5
accumulator._0298_,2.5
accumulator._0305_,2.5
accumulator._0798_,2.5
accumulator._0802_,2.5
accumulator._0805_,2.5
accumulator._0865_,2.5
accumulator._0953_,2.5
accumulator._0971_,2.5
accumulator._1024_,2.5
scaleAdd._040_,2.5
scaleAdd._159_,2.5
scaleAdd._186_,2.5
scaleAdd._210_,2.5
net85,2.5
accumulator._1153_,2.48
accumulator._1034_,2.43
accumulator._0133_,2.4
accumulator._0135_,2.4
scaleAdd._119_,2.4
net65,2.4
accumulator._0001_,2.325
accumulator._0015_,2.325
accumulator._0020_,2.325
accumulator._0025_,2.325
accumulator._0332_,2.3
accumulator._1151_,2.3
accumulator._1163_,2.3
accumulator._0520_,2.28
accumulator._0284_,2.18
accumulator._0676_,2.18
accumulator._0813_,2.18
net76,2.18
accumulator._0071_,2.16
accumulator._0082_,2.16
accumulator._0184_,2.16
accumulator._0189_,2.16
accumulator._0220_,2.16
accumulator._0344_,2.16
accumulator._0766_,2.16
accumulator._1014_,2.16
accumulator._1046_,2.16
scaleAdd._004_,2.16
scaleAdd._005_,2.16
scaleAdd._010_,2.16
scaleAdd._093_,2.16
scaleAdd._179_,2.16
net105,2.16
accumulator._0031_,2.145
accumulator._1051_,2.09
accumulator._0029_,2.085
accumulator._0063_,2.06
accumulator._0845_,2.06
scaleAdd._171_,2.06
accumulator._0126_,2.04
accumulator._0781_,2.04
accumulator._0976_,2.04
accumulator._1087_,2.04
scaleAdd._177_,2.04
net82,2.04
accumulator._0021_,1.865
accumulator._0166_,1.84
accumulator._0330_,1.84
accumulator._0343_,1.84
accumulator._0962_,1.84
accumulator._1102_,1.84
accumulator._1164_,1.84
net106,1.84
accumulator._0322_,1.72
accumulator._0727_,1.72
accumulator._0796_,1.72
accumulator._0186_,1.7
accumulator._0323_,1.7
accumulator._0814_,1.7
accumulator._0828_,1.7
accumulator._0849_,1.7
accumulator._0851_,1.7
accumulator._0892_,1.7
accumulator._0966_,1.7
accumulator._1002_,1.7
accumulator._1049_,1.7
accumulator._1056_,1.7
scaleAdd._090_,1.7
scaleAdd._200_,1.7
net75,1.7
accumulator._0023_,1.685
accumulator._0524_,1.6
net83,1.6
net92,1.6
accumulator._0002_,1.575
accumulator._0171_,1.48
accumulator._0179_,1.48
accumulator._0225_,1.48
accumulator._0267_,1.48
accumulator._0113_,1.38
accumulator._0252_,1.38
accumulator._0871_,1.38
accumulator._0979_,1.38
accumulator._1096_,1.38
accumulator._1098_,1.38
accumulator._1157_,1.38
net91,1.38
net108,1.38
accumulator._0115_,1.26
accumulator._0159_,1.14
accumulator._0275_,1.14
accumulator._0304_,1.14
accumulator._0836_,1.14
scaleAdd._225_,1.14
accumulator._0237_,1.02
accumulator._0226_,0.92
accumulator._0640_,0.92
accumulator._1080_,0.92
scaleAdd._227_,0.92
net58,0.92
accumulator._0466_,0.8
accumulator._0717_,0.8
accumulator._0990_,0.8
accumulator._1072_,0.8
scaleAdd._219_,0.8
accumulator._0260_,0.46
accumulator._0647_,0.46
accumulator._1169_,0.46
operator._01_,0.46
