net,length_um
accumulator._0394_,77.6
operator.io_outMant\[0\],77.455
accumulator._0351_,77.16
accumulator._0681_,76.63
accumulator.io_accOut\[18\],76.48
accumulator._0903_,76.45
accumulator._0497_,76.44
accumulator._0560_,76.36
accumulator._0831_,76.08
net35,76.06
accumulator._1068_,76.03
accumulator._0493_,75.95
scaleAdd._074_,75.62
accumulator._0946_,75.4
accumulator._0358_,74.83
clock,74.65
accumulator._1003_,74.095
accumulator._0107_,73.44
accumulator._0431_,72.7
net48,72.43
accumulator._0415_,72.39
accumulator._0902_,72.18
scaleAdd._055_,71.94
accumulator._0341_,71.91
accumulator._0418_,71.55
accumulator._0366_,71.12
accumulator._0346_,70.94
accumulator._0913_,70.28
accumulator._0911_,69.85
accumulator._0861_,69.16
accumulator._1043_,68.71
accumulator._0574_,68.42
accumulator._1025_,68.36
accumulator._0090_,68.32
accumulator._0529_,68.16
accumulator._0604_,68.14
accumulator._0483_,68.06
accumulator._0238_,67.74
accumulator._0538_,67.18
accumulator._0592_,66.86
accumulator._0735_,66.84
net23,66.56
accumulator._0061_,66.4
accumulator._0042_,66.28
net24,66.28
accumulator._0247_,66.1
accumulator._0620_,66.02
accumulator._0428_,65.68
accumulator._1062_,65.66
accumulator._0405_,65.58
accumulator._0380_,65.48
accumulator.io_inMant\[0\],65.48
accumulator._0549_,65.36
accumulator._1128_,65.31
accumulator._0185_,65.24
accumulator._0904_,65.045
scaleAdd._185_,64.74
accumulator._0396_,64.46
accumulator._0503_,64.28
accumulator._0408_,64.24
accumulator._0255_,64.08
accumulator._0508_,63.86
net13,63.3
net52,63.26
accumulator._1000_,63.18
accumulator._0234_,63.12
net37,63.1
net40,62.84
accumulator._1016_,62.8
accumulator._1170_,62.24
accumulator._1047_,62.14
scaleAdd._022_,61.94
accumulator.io_inMant\[12\],61.86
accumulator._0589_,61.53
accumulator._0370_,61.33
accumulator._0770_,61.24
accumulator._0057_,61.16
accumulator._0718_,61
accumulator._0488_,60.86
net11,60.825
accumulator._0677_,60.67
accumulator._0935_,60.44
accumulator.io_accOut\[28\],60.44
accumulator._0719_,60.18
accumulator._1150_,60.16
accumulator._0700_,59.98
accumulator._0406_,59.92
accumulator._0906_,59.78
accumulator._0542_,59.76
accumulator._0065_,59.56
accumulator._0150_,59.52
net16,59.38
accumulator._0525_,59.275
net59,58.96
accumulator._0160_,58.94
accumulator._0614_,58.68
accumulator._0216_,58.4
net32,58.4
accumulator._0505_,58.18
clknet_0_clock,58.01
accumulator._0996_,57.96
accumulator._1119_,57.88
accumulator._0414_,57.58
accumulator._0778_,57.5
accumulator.io_accOut\[11\],57.2
accumulator._0959_,57.16
operator.io_outMant\[1\],57
accumulator.io_accOut\[19\],56.94
accumulator._0046_,56.7
accumulator._0517_,56.52
accumulator._0752_,56.42
accumulator.io_accOut\[29\],56.4
scaleAdd._233_,56.25
clknet_2_2__leaf_clock,55.42
accumulator._0527_,55.405
accumulator._1111_,55.32
accumulator._0195_,54.83
net101,54.72
accumulator.io_accOut\[25\],54.62
accumulator._0582_,54.54
accumulator._0972_,53.96
accumulator._0898_,53.8
accumulator._0886_,53.74
accumulator._0566_,52.42
accumulator._0864_,52.42
accumulator._0170_,52.2
accumulator._0335_,51.96
scaleAdd._011_,51.94
accumulator._0425_,51.86
accumulator._0577_,51.84
accumulator._0932_,51.62
accumulator._0930_,51.58
accumulator._0950_,51.5
accumulator._0137_,51.46
accumulator._0605_,51.42
accumulator._1076_,51.34
accumulator._0426_,51.28
accumulator._1017_,51.28
accumulator.io_accOut\[9\],51.14
accumulator._1134_,50.68
accumulator._0768_,50.29
accumulator._0739_,50.28
accumulator._0569_,49.88
accumulator._1028_,49.72
accumulator._0532_,49.7
net96,49.6
accumulator._0726_,49.48
accumulator._0241_,49.15
accumulator._1122_,49.055
accumulator._1120_,48.99
accumulator._1127_,48.97
accumulator.io_inMant\[13\],48.69
accumulator._0377_,48.67
net39,48.38
accumulator._0347_,48.27
accumulator._0557_,47.88
accumulator._1030_,47.79
accumulator._1092_,47.68
accumulator.io_accOut\[27\],47.56
net45,47.4
accumulator._0143_,47.14
net38,47.06
accumulator._0954_,46.94
net42,46.82
accumulator._0017_,46.665
accumulator._1038_,46.66
accumulator._0427_,46.55
net53,46.5
accumulator._0544_,46.46
accumulator._0409_,46.42
accumulator._0854_,46.4
accumulator._0945_,46.12
accumulator._0354_,46.02
accumulator._0612_,45.92
accumulator._0075_,45.82
accumulator._0762_,45.48
accumulator._0518_,45.3
accumulator._0521_,45.3
accumulator._1057_,44.96
accumulator.io_accOut\[12\],44.96
net100,44.84
accumulator._0941_,44.8
accumulator._0773_,44.74
accumulator._0631_,44.54
accumulator._0153_,44.5
accumulator._0207_,44.48
accumulator._0655_,44.46
net22,44.38
net51,44.22
accumulator._1008_,43.76
accumulator._0456_,43.63
accumulator._0101_,43.6
accumulator._0660_,43.54
accumulator._0893_,43.5
accumulator.io_accOut\[16\],43.48
accumulator._0689_,43.42
accumulator.io_inMant\[1\],43.4
net10,43.36
accumulator._1020_,43.25
accumulator._0636_,43.22
accumulator._0245_,43
accumulator._1094_,42.92
net104,42.62
accumulator._0669_,42.39
accumulator._1107_,42.14
accumulator._0069_,41.76
accumulator._0607_,41.55
accumulator._0756_,41.42
accumulator._0471_,41.36
accumulator._0891_,41.22
accumulator._0968_,41.14
accumulator._1035_,40.98
accumulator._0869_,40.62
accumulator.io_accOut\[17\],40.62
accumulator._0629_,40.46
accumulator._0420_,40.33
accumulator._0250_,40.24
accumulator._0807_,40.12
accumulator._0552_,39.98
accumulator._0875_,39.98
accumulator._0441_,39.68
accumulator._0463_,39.68
scaleAdd._218_,39.68
accumulator._0866_,39.6
accumulator._0782_,39.06
accumulator._0839_,39
accumulator.io_inMant\[6\],39
accumulator._0983_,38.9
accumulator._1006_,38.85
accumulator._0274_,38.84
accumulator._0276_,38.82
accumulator._0132_,38.7
net15,38.63
accumulator._0789_,38.46
accumulator._0751_,38.14
accumulator._0940_,38.14
accumulator._0881_,38.075
accumulator._1115_,38.04
accumulator._0729_,37.98
net1,37.98
accumulator._0934_,37.86
accumulator._0187_,37.76
accumulator._0429_,37.66
accumulator._0447_,37.62
accumulator._1053_,37.62
net20,37.56
accumulator._0537_,37.48
net6,37.42
accumulator._0581_,37.36
accumulator._0829_,37.24
accumulator._1140_,37.23
accumulator._1113_,37.02
accumulator._1117_,36.86
scaleAdd._189_,36.55
net55,36.48
accumulator._0639_,36.3
scaleAdd._184_,36.1
accumulator._0684_,36.06
accumulator._0897_,36.06
accumulator._0992_,35.98
scaleAdd._230_,35.68
accumulator._0809_,35.56
accumulator._0120_,35.54
accumulator._0963_,35.52
accumulator.io_inMant\[11\],35.34
accumulator.io_inMant\[3\],35.32
accumulator.io_inMant\[7\],35.26
scaleAdd._231_,35.18
accumulator._0229_,35.14
accumulator._1033_,35
accumulator._0541_,34.98
scaleAdd._195_,34.96
accumulator._0850_,34.84
accumulator._0067_,34.8
accumulator._0043_,34.64
accumulator.io_inMant\[2\],34.58
accumulator._0083_,34.56
accumulator._0701_,34.46
accumulator._1101_,34.44
accumulator._0172_,34.38
accumulator._0725_,34.36
accumulator._0894_,34.26
net43,34.12
accumulator._0165_,34.115
accumulator._1103_,33.96
accumulator.io_inExp\[6\],33.88
accumulator._0371_,33.7
accumulator._0698_,33.38
accumulator._0054_,33.26
accumulator._0760_,33.26
accumulator._0263_,33.22
accumulator._0591_,33.04
accumulator._0870_,32.94
accumulator.io_accOut\[20\],32.76
accumulator._0502_,32.46
accumulator._0178_,32.42
net44,32.28
accumulator._0642_,32.26
accumulator._0453_,32.16
accumulator._0822_,32.1
accumulator._0610_,32.08
accumulator.state\[0\],32.02
accumulator._0599_,32
scaleAdd._134_,31.96
accumulator.io_inMant\[5\],31.92
accumulator._0662_,31.84
accumulator._0280_,31.62
accumulator._0596_,31.6
accumulator._0050_,31.58
accumulator._0501_,31.46
accumulator._0641_,31.44
accumulator._1126_,31.32
accumulator._0278_,30.86
accumulator._0540_,30.84
accumulator._0685_,30.78
accumulator._0926_,30.68
accumulator._0740_,30.34
accumulator._0588_,30.28
accumulator._0268_,30.24
scaleAdd._094_,30.16
accumulator._0400_,30.02
accumulator._0104_,29.94
accumulator._0710_,29.86
net107,29.78
accumulator._0743_,29.76
accumulator._0509_,29.71
scaleAdd._101_,29.63
accumulator._0333_,29.555
net7,29.42
accumulator._0096_,29.38
scaleAdd._024_,29.38
accumulator._0202_,29.24
scaleAdd._182_,29.16
net2,29.1
accumulator._0098_,29.02
net3,29.005
net61,29
accumulator._0915_,28.98
accumulator._0606_,28.9
accumulator._0141_,28.86
net21,28.74
accumulator._0713_,28.5
accumulator._0136_,28.28
accumulator._0769_,28.2
accumulator._0675_,28.175
accumulator._0707_,27.91
accumulator._0512_,27.9
accumulator._0630_,27.9
scaleAdd._124_,27.87
accumulator._0461_,27.74
accumulator._0844_,27.62
accumulator._0087_,27.56
operator.io_outExp\[2\],27.42
accumulator._0417_,27.34
accumulator._0452_,27.34
accumulator._0657_,27.24
accumulator._0791_,27.24
accumulator.io_inMant\[9\],27.22
accumulator._0035_,27.14
accumulator._0716_,27.12
accumulator._0621_,27.1
accumulator._0424_,27.06
accumulator._1173_,27.01
accumulator._0792_,26.99
accumulator._0200_,26.98
accumulator._0430_,26.9
accumulator._0548_,26.76
accumulator._0765_,26.72
accumulator._0846_,26.72
accumulator._0598_,26.68
accumulator._0122_,26.58
accumulator._0987_,26.55
net46,26.52
net41,26.5
accumulator._0476_,26.48
accumulator._0510_,26.38
accumulator._0197_,26.3
accumulator._0545_,26.28
accumulator._0785_,26.26
scaleAdd._222_,26.12
accumulator._0100_,26.02
accumulator._0632_,25.98
accumulator._0678_,25.86
accumulator._0504_,25.84
accumulator._0721_,25.82
accumulator._0162_,25.76
accumulator._0763_,25.76
accumulator._0658_,25.74
accumulator._0324_,25.48
accumulator._0696_,25.36
accumulator._0399_,25.22
accumulator._0771_,25.12
accumulator._0109_,25.08
accumulator._0112_,25.06
accumulator._0290_,25.06
accumulator._0635_,25.06
accumulator._0907_,24.98
accumulator._0438_,24.92
accumulator._1165_,24.88
accumulator.io_accOut\[15\],24.84
accumulator._0692_,24.72
accumulator._0583_,24.5
accumulator._0619_,24.5
accumulator._1097_,24.44
accumulator._0486_,24.41
accumulator._0673_,24.36
accumulator._0775_,24.32
accumulator._0808_,24.06
accumulator._0124_,23.98
accumulator._0799_,23.94
accumulator._1089_,23.94
scaleAdd._226_,23.86
net74,23.74
accumulator.io_inMant\[4\],23.72
accumulator._0712_,23.64
accumulator.io_inMant\[10\],23.6
scaleAdd._145_,23.6
net12,23.56
accumulator.io_accOut\[31\],23.49
accumulator._1070_,23.3
accumulator._0965_,23.24
accumulator._0039_,23.22
accumulator._0448_,23.1
accumulator._1004_,23.06
scaleAdd._080_,22.96
accumulator._0085_,22.92
accumulator._0989_,22.88
accumulator._0680_,22.84
accumulator.io_inMant\[15\],22.76
accumulator._0070_,22.74
net14,22.72
accumulator._0315_,22.56
accumulator._0435_,22.56
accumulator._0444_,22.5
accumulator._0761_,22.48
accumulator._0826_,22.4
accumulator._0663_,22.38
accumulator._0667_,22.32
accumulator._0523_,22.28
accumulator.io_inExp\[4\],22.22
accumulator._0661_,22.06
accumulator._0522_,21.98
accumulator._0130_,21.96
accumulator._0804_,21.9
accumulator.io_inMant\[8\],21.8
accumulator.state\[1\],21.76
accumulator._0093_,21.68
scaleAdd._153_,21.68
accumulator._0163_,21.58
accumulator._0617_,21.54
accumulator._0470_,21.44
accumulator._0938_,21.38
accumulator._0411_,21.34
scaleAdd._095_,21.34
accumulator._0121_,21.2
accumulator._0224_,21.2
accumulator._0741_,21.16
accumulator._0895_,21.12
accumulator._0176_,21.1
accumulator._0443_,21.1
scaleAdd._155_,20.98
scaleAdd._103_,20.97
accumulator._0627_,20.92
net9,20.78
accumulator._0116_,20.705
accumulator._0786_,20.7
scaleAdd._098_,20.7
accumulator._0235_,20.66
accumulator._0464_,20.66
scaleAdd._108_,20.66
scaleAdd._013_,20.5
accumulator._0776_,20.46
accumulator._0997_,20.46
accumulator._0977_,20.42
scaleAdd._209_,20.42
accumulator._0800_,20.36
accumulator.io_inExp\[0\],20.36
net5,20.32
accumulator._1152_,20.31
accumulator._0317_,20.28
accumulator._0222_,20.22
accumulator._0626_,20.16
scaleAdd._139_,20.14
accumulator._0801_,20.02
accumulator._1055_,19.96
accumulator._1148_,19.9
accumulator._0706_,19.8
accumulator._0708_,19.74
accumulator._0562_,19.66
scaleAdd._006_,19.66
accumulator._1063_,19.6
accumulator._1156_,19.56
accumulator._0450_,19.4
scaleAdd._007_,19.36
accumulator._0053_,19.26
accumulator._0253_,19.2
accumulator._0401_,19.16
accumulator._1039_,18.96
accumulator._0489_,18.7
accumulator._0432_,18.66
accumulator._0628_,18.66
scaleAdd._070_,18.64
accumulator._0102_,18.52
accumulator._0618_,18.5
accumulator._0602_,18.44
accumulator._0841_,18.44
accumulator._0190_,18.42
accumulator._0198_,18.36
accumulator._1012_,18.32
accumulator._0131_,18.28
accumulator._0730_,18.18
accumulator._1026_,18.18
accumulator._0868_,18.14
accumulator._0484_,18.04
accumulator._0108_,18.03
accumulator._0732_,18
scaleAdd._064_,17.92
accumulator._0375_,17.86
accumulator._0467_,17.86
accumulator._0337_,17.84
accumulator._0079_,17.78
accumulator._0212_,17.78
scaleAdd._136_,17.75
accumulator._0316_,17.66
accumulator.io_inSign,17.66
operator.io_outMant\[3\],17.64
net102,17.64
accumulator._0656_,17.635
accumulator._0194_,17.56
accumulator._0797_,17.56
scaleAdd._012_,17.54
accumulator._0066_,17.52
accumulator._1174_,17.515
accumulator._0955_,17.5
accumulator._0097_,17.48
accumulator._0746_,17.48
accumulator._0543_,17.4
accumulator._0088_,17.29
accumulator._1143_,17.28
scaleAdd._120_,17.28
scaleAdd._054_,17.24
accumulator._0652_,17.22
accumulator._1085_,17.14
scaleAdd._065_,17.12
accumulator._0325_,17.1
accumulator._0478_,17.1
accumulator._0767_,17.1
accumulator._0819_,17.1
accumulator._0715_,17
accumulator._0754_,16.94
accumulator._0092_,16.88
accumulator._0318_,16.78
accumulator._0259_,16.62
scaleAdd._164_,16.58
accumulator._0451_,16.54
accumulator._0553_,16.43
accumulator._0916_,16.375
accumulator._0600_,16.36
scaleAdd._031_,16.36
accumulator._0794_,16.3
accumulator._0827_,16.3
accumulator._0177_,16.28
accumulator._0984_,16.28
accumulator._0272_,16.26
scaleAdd._068_,16.26
accumulator._1040_,16.22
accumulator._0433_,16.18
accumulator._0191_,16.14
scaleAdd._212_,16.14
accumulator._0784_,15.84
accumulator._0843_,15.84
accumulator._0901_,15.84
accumulator._1078_,15.68
accumulator._0077_,15.66
accumulator._0759_,15.62
accumulator._0262_,15.6
accumulator._0653_,15.48
accumulator._1021_,15.44
accumulator._0271_,15.4
accumulator._0821_,15.34
accumulator._0835_,15.34
accumulator._0876_,15.34
accumulator._0567_,15.32
accumulator._0703_,15.3
accumulator._0499_,15.26
accumulator._0125_,15.2
accumulator._0449_,15.2
accumulator._0479_,15.12
scaleAdd._148_,15.11
accumulator._0587_,15.06
accumulator._0058_,15.03
accumulator._0925_,15.025
scaleAdd._030_,15.02
scaleAdd._203_,15.02
accumulator._0338_,15
accumulator._0645_,14.98
accumulator._0909_,14.94
accumulator._0961_,14.94
accumulator._0458_,14.9
accumulator._0472_,14.9
accumulator._0295_,14.82
accumulator._0056_,14.72
scaleAdd._178_,14.72
net80,14.7
accumulator._0922_,14.68
accumulator._0594_,14.58
accumulator._0364_,14.54
accumulator._0720_,14.52
accumulator._1036_,14.5
scaleAdd._118_,14.48
scaleAdd._032_,14.46
accumulator._0900_,14.3
scaleAdd._158_,14.25
accumulator._0833_,14.2
scaleAdd._015_,14.18
scaleAdd._056_,14.18
accumulator._0128_,14.14
accumulator._1099_,14.02
accumulator._0206_,14
accumulator._0440_,14
accumulator._0967_,14
accumulator._0339_,13.92
scaleAdd._059_,13.9
accumulator._1160_,13.78
accumulator._0199_,13.735
accumulator._0584_,13.6
accumulator._1118_,13.56
accumulator._0142_,13.54
accumulator._0313_,13.54
io_accOut[31],13.54
accumulator._0242_,13.42
accumulator._1147_,13.42
accumulator._0474_,13.4
accumulator._0709_,13.4
accumulator._0623_,13.36
accumulator._0167_,13.3
accumulator._0795_,13.3
scaleAdd._084_,13.3
accumulator._0416_,13.27
accumulator._1138_,13.26
scaleAdd._038_,13.18
accumulator._0218_,13.08
net19,13.08
accumulator._0103_,13.04
accumulator._0659_,13
scaleAdd._083_,13
net79,12.92
accumulator._1155_,12.86
operator.io_outExp\[1\],12.86
scaleAdd._161_,12.82
accumulator._0281_,12.8
accumulator._0445_,12.76
accumulator._0586_,12.7
accumulator._0048_,12.68
accumulator._0193_,12.64
net90,12.62
accumulator._0192_,12.6
accumulator._0265_,12.6
accumulator._0705_,12.6
accumulator._0970_,12.58
accumulator._0465_,12.56
accumulator._0127_,12.54
accumulator._0758_,12.54
accumulator._0838_,12.54
operator.io_outExp\[0\],12.52
accumulator._0345_,12.5
accumulator._1142_,12.5
scaleAdd._204_,12.42
accumulator._0687_,12.38
scaleAdd._122_,12.37
scaleAdd._096_,12.27
accumulator._1073_,12.2
accumulator._0593_,12.195
accumulator._0933_,12.19
accumulator._0613_,12.16
accumulator._0788_,12.16
accumulator._0936_,12.16
scaleAdd._117_,12.08
accumulator._0837_,12.04
scaleAdd._020_,12.04
scaleAdd._126_,12
scaleAdd._140_,12
accumulator._0095_,11.92
operator.io_outMant\[2\],11.92
accumulator._0695_,11.85
scaleAdd._137_,11.72
scaleAdd._066_,11.7
scaleAdd._214_,11.7
accumulator._0873_,11.66
accumulator._1067_,11.66
accumulator.io_inMant\[14\],11.66
scaleAdd._221_,11.64
accumulator._0682_,11.59
accumulator._0597_,11.58
accumulator._0978_,11.58
accumulator._0666_,11.56
accumulator._1095_,11.54
scaleAdd._037_,11.54
accumulator._0321_,11.5
accumulator._0310_,11.49
accumulator._0164_,11.46
accumulator._0419_,11.42
accumulator._0722_,11.42
accumulator._0742_,11.42
operator._07_,11.42
scaleAdd._223_,11.4
accumulator._0334_,11.38
scaleAdd._132_,11.38
scaleAdd._228_,11.38
accumulator._0215_,11.34
accumulator._0749_,11.32
accumulator._0920_,11.32
scaleAdd._002_,11.28
scaleAdd._003_,11.28
scaleAdd._057_,11.26
accumulator._0615_,11.2
accumulator._1105_,11.18
accumulator._1172_,11.14
accumulator._0459_,11.1
scaleAdd._082_,11.06
io_inScaleA[1],11.02
io_inScaleA[4],11.02
accumulator._1168_,11.015
accumulator._0314_,11
accumulator._0564_,10.92
accumulator._0803_,10.92
accumulator._0668_,10.88
accumulator._0988_,10.86
net84,10.86
accumulator._0269_,10.82
accumulator._0755_,10.78
scaleAdd._100_,10.76
scaleAdd._125_,10.76
accumulator._0368_,10.74
scaleAdd._138_,10.74
scaleAdd._072_,10.7
io_accOut[19],10.69
accumulator._0556_,10.68
accumulator._0590_,10.62
scaleAdd._046_,10.62
scaleAdd._067_,10.62
accumulator._0173_,10.58
accumulator._0455_,10.58
io_inScaleA[2],10.56
accumulator._0423_,10.54
accumulator._1132_,10.48
scaleAdd._170_,10.44
accumulator._0857_,10.43
accumulator._0496_,10.42
accumulator._1108_,10.4
accumulator._0811_,10.38
accumulator._1149_,10.38
scaleAdd._168_,10.36
accumulator._0481_,10.34
accumulator._0022_,10.325
accumulator._0491_,10.32
io_accOut[2],10.32
io_accOut[5],10.32
io_accOut[8],10.32
scaleAdd._147_,10.32
scaleAdd._224_,10.3
accumulator._0320_,10.28
scaleAdd._075_,10.28
scaleAdd._173_,10.28
accumulator._0402_,10.24
accumulator._0651_,10.24
accumulator.io_inExp\[2\],10.24
scaleAdd._180_,10.24
accumulator._0372_,10.2
scaleAdd._146_,10.14
accumulator._0369_,10.12
accumulator._0810_,10.12
accumulator._0356_,10.04
accumulator._0779_,10.04
accumulator._0492_,9.98
accumulator._0654_,9.98
accumulator._0239_,9.96
scaleAdd._211_,9.96
net109,9.94
scaleAdd._105_,9.9
io_accOut[20],9.89
scaleAdd._050_,9.88
accumulator._0691_,9.86
accumulator._0995_,9.86
accumulator._1100_,9.85
accumulator._1088_,9.82
accumulator._0138_,9.78
accumulator._0287_,9.76
io_inScaleA[3],9.76
scaleAdd._023_,9.74
accumulator._0860_,9.72
scaleAdd._061_,9.72
accumulator._0110_,9.7
accumulator._0924_,9.7
accumulator._0980_,9.68
accumulator._0823_,9.66
scaleAdd._115_,9.66
io_inA[0],9.64
io_inA[1],9.64
io_inB[0],9.64
accumulator._0331_,9.58
io_inA[3],9.55
accumulator._0495_,9.52
scaleAdd._062_,9.52
accumulator._0106_,9.5
accumulator._0568_,9.48
accumulator._0812_,9.48
scaleAdd._048_,9.48
scaleAdd._129_,9.46
accumulator._0308_,9.42
accumulator._1124_,9.42
accumulator._0211_,9.4
accumulator._0818_,9.4
accumulator._0219_,9.38
scaleAdd._009_,9.36
accumulator._0221_,9.32
accumulator._0634_,9.32
accumulator._0391_,9.28
accumulator._0561_,9.24
accumulator._0824_,9.24
accumulator._0352_,9.22
scaleAdd._008_,9.22
scaleAdd._078_,9.22
accumulator._0555_,9.18
accumulator._1069_,9.18
scaleAdd._088_,9.16
accumulator._0460_,9.14
accumulator._0986_,9.12
scaleAdd._021_,9.12
accumulator._0306_,9.06
accumulator._0349_,9.04
scaleAdd._049_,9.04
accumulator._0319_,9.02
accumulator._1048_,9.02
accumulator._1137_,9.02
scaleAdd._036_,9.02
net60,9.02
accumulator._0010_,8.985
accumulator._0228_,8.98
scaleAdd._113_,8.98
accumulator._0361_,8.96
accumulator._0507_,8.96
accumulator._0872_,8.96
io_accOut[3],8.96
io_accOut[7],8.96
accumulator._0309_,8.94
scaleAdd._123_,8.9
accumulator._0884_,8.86
scaleAdd._052_,8.86
io_inScaleA[7],8.84
scaleAdd._087_,8.84
accumulator._0213_,8.82
accumulator._0683_,8.8
net86,8.8
accumulator._0312_,8.78
accumulator._0847_,8.78
accumulator._0974_,8.78
scaleAdd._150_,8.78
accumulator._0196_,8.74
accumulator._0842_,8.72
io_inA[2],8.72
io_inB[1],8.72
io_inB[2],8.72
io_inScaleA[0],8.72
io_inScaleA[5],8.72
io_inScaleA[6],8.72
io_inScaleB[5],8.72
io_inScaleB[6],8.72
io_inScaleB[7],8.72
accumulator._0367_,8.66
accumulator._0129_,8.62
accumulator._1037_,8.62
accumulator._1109_,8.62
scaleAdd._109_,8.62
accumulator._0737_,8.6
net112,8.6
accumulator._0081_,8.58
accumulator._0622_,8.58
accumulator._0633_,8.58
scaleAdd._035_,8.54
accumulator._0249_,8.52
accumulator._0991_,8.5
io_accOut[6],8.5
scaleAdd._160_,8.5
accumulator._0064_,8.48
accumulator._0353_,8.48
accumulator._0437_,8.46
accumulator._1123_,8.44
accumulator._0244_,8.42
scaleAdd._051_,8.42
accumulator._1161_,8.4
accumulator._1167_,8.4
operator._06_,8.4
net77,8.4
accumulator._0286_,8.34
accumulator._0477_,8.34
accumulator._0744_,8.32
accumulator._1079_,8.32
accumulator._0018_,8.3
scaleAdd._114_,8.28
accumulator._0570_,8.26
scaleAdd._217_,8.26
scaleAdd._220_,8.26
accumulator._0152_,8.24
accumulator._0292_,8.24
accumulator._0336_,8.24
scaleAdd._162_,8.24
net18,8.24
scaleAdd._081_,8.22
accumulator._0049_,8.18
accumulator._0820_,8.14
scaleAdd._091_,8.14
accumulator._0329_,8.12
scaleAdd._045_,8.12
accumulator._0931_,8.06
scaleAdd._060_,8.06
accumulator._0434_,8.04
accumulator._0403_,8
scaleAdd._176_,8
accumulator._0625_,7.99
operator._04_,7.98
scaleAdd._099_,7.98
net94,7.98
accumulator._0227_,7.94
accumulator._0772_,7.94
accumulator._0832_,7.94
accumulator._1061_,7.94
scaleAdd._131_,7.94
scaleAdd._196_,7.94
accumulator._0436_,7.92
scaleAdd._149_,7.92
accumulator._0646_,7.88
scaleAdd._197_,7.88
accumulator._0374_,7.86
accumulator._0853_,7.86
accumulator._0004_,7.8
accumulator._0890_,7.78
accumulator._0006_,7.765
