net,length_um
accumulator._0704_,48.34
accumulator._1197_,48.2
accumulator._0165_,48.18
accumulator._0763_,48.16
accumulator._0914_,48.16
accumulator._1135_,47.82
accumulator.io_inExp\[2\],47.68
accumulator._0119_,47.6
accumulator.io_inExp\[3\],47.6
accumulator._0857_,47.58
accumulator._0750_,47.46
net6,47.44
accumulator._0134_,47.36
scaleAdd._309_,47.155
accumulator._0705_,46.68
accumulator._0144_,46.36
accumulator._0455_,46.27
accumulator.io_accOut\[25\],46.2
scaleAdd._014_,46.06
scaleAdd._201_,45.99
accumulator._1096_,45.98
net7,45.5
accumulator._0775_,45.42
accumulator._0969_,45.37
accumulator._0216_,45.36
accumulator._0344_,45.02
accumulator._0978_,44.82
scaleAdd._077_,44.78
accumulator._0155_,44.58
accumulator._0531_,44.54
accumulator._0684_,44.37
accumulator._1092_,44.32
net17,44.3
scaleAdd._106_,44.28
accumulator._0131_,44.18
accumulator._0562_,44
net78,43.86
accumulator._0116_,43.74
accumulator._0120_,43.72
accumulator._0122_,43.6
accumulator.io_inMant\[14\],43.54
net26,43.44
accumulator._0174_,43.42
accumulator._0467_,43.42
accumulator._0172_,43.26
net18,43.22
net75,43.13
net2,42.8
scaleAdd._322_,42.76
accumulator._0583_,42.56
scaleAdd._002_,42.55
accumulator._0585_,42.49
accumulator._0053_,42.38
net32,42.38
accumulator._0590_,42.34
accumulator._0564_,42.26
accumulator._0090_,42.06
accumulator._0944_,42.06
accumulator._0926_,41.96
accumulator._0920_,41.82
accumulator._0447_,41.7
accumulator._0466_,41.54
accumulator._0224_,41.48
accumulator._0633_,41.44
accumulator.io_inMant\[4\],41.4
accumulator._1056_,41.36
accumulator._1006_,41.28
accumulator._0076_,41.12
accumulator._0968_,41.06
accumulator._0518_,40.9
accumulator._0736_,40.8
accumulator._0140_,40.4
accumulator._0109_,40.14
scaleAdd._248_,39.9
accumulator._0774_,39.5
scaleAdd._108_,39.48
accumulator._0912_,39.36
accumulator._0657_,39.24
accumulator._0193_,39.2
accumulator._0887_,39.18
accumulator._0370_,39.14
accumulator._0182_,39.04
net5,39
accumulator._0042_,38.8
accumulator._0486_,38.6
net9,38.48
accumulator._0535_,38.2
accumulator._0996_,38.1
net43,38.08
accumulator._0994_,38.02
accumulator._0764_,37.98
accumulator._0674_,37.76
accumulator._0717_,37.76
accumulator._0596_,37.72
net45,37.7
scaleAdd._087_,37.62
accumulator._0449_,37.56
accumulator._0147_,37.365
accumulator._0876_,37.34
net68,37
accumulator._0367_,36.98
accumulator._1198_,36.9
accumulator._1079_,36.84
accumulator._0557_,36.8
accumulator._0238_,36.64
accumulator._0188_,36.62
accumulator._0209_,36.62
accumulator._0230_,36.44
accumulator._0913_,36.415
accumulator._1185_,36.4
accumulator.io_inMant\[5\],36
accumulator._0636_,35.86
accumulator._0960_,35.8
accumulator._0215_,35.76
accumulator._0660_,35.56
accumulator._0569_,35.54
accumulator._0798_,35.38
accumulator._0524_,35.28
accumulator.io_inMant\[16\],35.28
accumulator._0574_,34.92
accumulator._0247_,34.82
accumulator._0094_,34.8
accumulator._0991_,34.76
net55,34.62
accumulator._0863_,34.555
accumulator.io_inMant\[1\],34.54
accumulator._0683_,34.51
net14,34.48
accumulator._0577_,34.44
accumulator._0127_,34.14
accumulator._0450_,34.14
accumulator._0552_,34.06
scaleAdd._311_,34.02
accumulator._0769_,34
scaleAdd._080_,33.92
accumulator._0362_,33.8
accumulator._0083_,33.7
scaleAdd._003_,33.7
accumulator._1139_,33.66
accumulator._0941_,33.64
accumulator._1053_,33.64
accumulator._0232_,33.6
accumulator._0911_,33.58
accumulator._0809_,33.5
accumulator.io_inMant\[0\],33.14
accumulator._0865_,32.82
accumulator.io_inMant\[6\],32.82
accumulator._0707_,32.74
accumulator._0208_,32.66
accumulator._1184_,32.56
accumulator._0124_,32.54
accumulator._0075_,32.5
accumulator._0664_,32.14
accumulator._0371_,32.12
accumulator._0162_,32.1
accumulator._1130_,32.02
accumulator._0909_,31.98
accumulator._0194_,31.88
accumulator._0240_,31.88
accumulator._0882_,31.79
scaleAdd._107_,31.62
accumulator._0719_,31.6
accumulator._1140_,31.54
accumulator._0879_,31.5
scaleAdd._196_,31.42
accumulator._0253_,31.36
accumulator._0735_,31.31
accumulator._0248_,31.26
accumulator._0934_,31.24
accumulator._0682_,31.2
accumulator.io_inMant\[3\],31.2
accumulator._0582_,31.14
accumulator._0685_,31.12
accumulator._0481_,31.08
accumulator._0759_,31.08
accumulator._0721_,30.82
scaleAdd._244_,30.82
accumulator._0725_,30.7
accumulator._0663_,30.66
scaleAdd._333_,30.64
accumulator._0824_,30.62
accumulator._0142_,30.46
accumulator._0499_,30.46
accumulator._0137_,30.18
net60,30.18
scaleAdd._020_,30.06
accumulator._0343_,29.96
accumulator._1153_,29.955
accumulator._0190_,29.94
accumulator._0292_,29.9
accumulator._0757_,29.84
accumulator._0614_,29.79
accumulator._0626_,29.76
accumulator._0206_,29.74
accumulator.io_inMant\[9\],29.74
accumulator._0034_,29.5
accumulator._0198_,29.49
accumulator.io_inMant\[2\],29.44
accumulator._0985_,29.32
scaleAdd._013_,29.3
accumulator._0697_,29.2
accumulator._0639_,29.16
accumulator._0306_,29.12
accumulator._0073_,29.11
accumulator._0866_,28.96
scaleAdd._332_,28.88
accumulator._0980_,28.68
accumulator._0379_,28.58
scaleAdd._055_,28.54
accumulator._0180_,28.48
accumulator._1080_,28.32
accumulator._0815_,28.28
scaleAdd._059_,28.04
accumulator._0739_,27.93
accumulator._0129_,27.9
accumulator._0071_,27.88
accumulator._0871_,27.88
accumulator._0837_,27.56
accumulator._0647_,27.54
accumulator._0786_,27.52
accumulator._0132_,27.44
accumulator._0950_,27.4
accumulator._0502_,27.36
accumulator._0963_,27.34
scaleAdd._036_,27.32
accumulator._0060_,27.31
accumulator._0509_,27.3
accumulator._0425_,27.18
accumulator._0948_,27.14
accumulator._0748_,27.06
accumulator._0300_,27
accumulator._1008_,26.86
accumulator._0630_,26.82
accumulator._0604_,26.66
accumulator._0065_,26.64
accumulator.io_inMant\[15\],26.535
accumulator._0900_,26.49
accumulator._0648_,26.48
accumulator._0372_,26.44
accumulator._0701_,26.34
accumulator._0066_,26.26
accumulator._0549_,26.26
accumulator._0440_,26.24
accumulator._0105_,26
accumulator._0520_,25.98
accumulator._0442_,25.84
accumulator._0702_,25.64
accumulator._0898_,25.64
accumulator._0965_,25.59
accumulator._0135_,25.495
scaleAdd._221_,25.38
scaleAdd._023_,25.3
accumulator.io_inMant\[7\],25.28
accumulator._0845_,25.18
accumulator._0716_,25.12
scaleAdd._281_,25.1
accumulator._0668_,25.04
scaleAdd._004_,25
accumulator._0789_,24.98
accumulator._0936_,24.9
operator.io_outExp\[0\],24.88
accumulator._0443_,24.8
accumulator._0729_,24.72
accumulator._0272_,24.7
accumulator._0463_,24.54
accumulator._1043_,24.42
accumulator._0513_,24.38
accumulator._0666_,24.38
accumulator._0673_,24.38
accumulator._0503_,24.28
operator.io_outExp\[2\],24.28
scaleAdd._127_,24.28
accumulator._0055_,24.18
accumulator._1131_,24.14
net10,24.1
scaleAdd._118_,24.06
accumulator._0505_,24.04
accumulator._0281_,24.02
accumulator._0126_,24
accumulator._0939_,24
accumulator._0211_,23.96
accumulator._0903_,23.9
accumulator._0943_,23.88
accumulator._1087_,23.88
scaleAdd._132_,23.86
accumulator._0694_,23.84
net98,23.83
accumulator._0851_,23.82
accumulator._0758_,23.68
accumulator._0212_,23.64
accumulator._0541_,23.64
accumulator._0690_,23.64
scaleAdd._184_,23.6
accumulator._0952_,23.57
scaleAdd._116_,23.56
accumulator._0049_,23.52
accumulator.io_inMant\[12\],23.52
accumulator._0096_,23.46
accumulator._0593_,23.46
accumulator._0054_,23.4
accumulator._0589_,23.38
net34,23.38
scaleAdd._099_,23.28
scaleAdd._320_,23.26
accumulator._1108_,23.14
scaleAdd._172_,23.08
accumulator._0846_,23.04
accumulator._0743_,22.96
accumulator._0351_,22.92
accumulator.state\[0\],22.9
accumulator._0264_,22.82
accumulator._0336_,22.82
accumulator._0276_,22.76
accumulator._0273_,22.72
accumulator._0675_,22.7
scaleAdd._044_,22.68
accumulator._0791_,22.58
accumulator.io_inMant\[11\],22.58
accumulator._0679_,22.56
accumulator._0687_,22.52
accumulator._0572_,22.26
accumulator._0566_,22.24
accumulator._0045_,22.22
accumulator.io_accOut\[31\],22.22
accumulator._0970_,22.14
scaleAdd._062_,22.08
operator.io_outExp\[1\],22.04
accumulator._0245_,21.9
scaleAdd._136_,21.9
accumulator._0257_,21.86
accumulator._0640_,21.72
accumulator._0623_,21.68
accumulator._1052_,21.68
accumulator._0249_,21.66
accumulator._0896_,21.66
scaleAdd._179_,21.66
accumulator._0874_,21.62
accumulator._0537_,21.6
accumulator._0768_,21.5
accumulator._0401_,21.38
accumulator._0563_,21.31
accumulator.io_inMant\[8\],21.28
accumulator._0885_,21.26
accumulator._0192_,21.24
accumulator._0480_,21.24
net21,21.22
accumulator._0237_,21.2
accumulator.io_inMant\[10\],21.16
accumulator._0545_,21.12
accumulator._0547_,21.12
accumulator._0445_,21.06
accumulator._0411_,21
accumulator._0567_,20.86
accumulator._0462_,20.78
accumulator._0760_,20.76
accumulator._0727_,20.7
accumulator._0259_,20.6
accumulator._0340_,20.58
accumulator._0893_,20.42
scaleAdd._112_,20.34
accumulator._0659_,20.32
scaleAdd._185_,20.26
accumulator._0514_,20.24
scaleAdd._204_,20.24
accumulator._0622_,20.2
accumulator._0796_,20.18
accumulator._0804_,20.1
accumulator._0084_,20.08
accumulator._0297_,20.08
accumulator._0222_,20.06
accumulator._0288_,19.88
accumulator._0062_,19.86
accumulator._0159_,19.74
accumulator._1003_,19.6
accumulator._1081_,19.58
accumulator.io_inExp\[0\],19.58
accumulator._0802_,19.5
accumulator._0163_,19.42
accumulator._0658_,19.34
accumulator._0037_,19.3
accumulator._0059_,19.26
operator._09_,19.14
accumulator._0479_,19.06
operator._10_,19.06
accumulator._0260_,19.04
accumulator._0386_,18.91
accumulator._0293_,18.9
accumulator._0794_,18.86
accumulator._0888_,18.83
accumulator._0114_,18.78
accumulator._0221_,18.78
scaleAdd._125_,18.66
accumulator._0822_,18.64
operator._07_,18.62
accumulator._0095_,18.58
accumulator._0324_,18.58
accumulator._0676_,18.58
accumulator._0494_,18.56
accumulator._0542_,18.56
accumulator._0946_,18.52
accumulator.io_inMant\[17\],18.48
accumulator._0493_,18.41
accumulator._0422_,18.4
accumulator._0460_,18.4
accumulator._0510_,18.4
accumulator._0521_,18.34
accumulator._0942_,18.32
accumulator._0136_,18.3
accumulator._0580_,18.3
accumulator._0695_,18.28
accumulator._0827_,18.24
scaleAdd._083_,18.24
scaleAdd._031_,18.16
accumulator._0320_,18.12
accumulator._0787_,18.12
net70,18.1
accumulator._0925_,17.98
accumulator._0641_,17.92
accumulator._0972_,17.9
accumulator._0477_,17.86
accumulator._0347_,17.78
accumulator._0357_,17.64
accumulator._0645_,17.64
accumulator._0112_,17.6
accumulator._1155_,17.58
accumulator._0412_,17.56
accumulator._0507_,17.52
accumulator._0538_,17.48
accumulator._0464_,17.46
accumulator._0533_,17.42
accumulator._0677_,17.4
accumulator._0932_,17.4
scaleAdd._129_,17.27
accumulator._0806_,17.26
accumulator._0461_,17.14
accumulator._0625_,17.1
accumulator._0384_,17.08
accumulator._0181_,17.06
accumulator._0595_,17.06
accumulator._0723_,17.02
accumulator._1105_,16.82
accumulator._0931_,16.8
accumulator._0504_,16.72
accumulator._0160_,16.7
accumulator._1041_,16.7
accumulator._0830_,16.64
accumulator._0123_,16.6
scaleAdd._056_,16.6
accumulator._0185_,16.54
accumulator._0202_,16.48
accumulator._0691_,16.4
scaleAdd._006_,16.4
net12,16.36
accumulator._0153_,16.28
accumulator._0085_,16.26
scaleAdd._026_,16.26
accumulator._0826_,16.25
accumulator._0742_,16.22
net72,16.18
scaleAdd._120_,16.1
accumulator._0688_,16.08
scaleAdd._018_,16.06
net69,16.04
accumulator._0186_,16.02
accumulator._0607_,16
accumulator._0184_,15.98
accumulator._1093_,15.96
accumulator._0795_,15.88
accumulator._0484_,15.84
scaleAdd._072_,15.82
scaleAdd._167_,15.82
accumulator._1186_,15.815
accumulator._0358_,15.78
scaleAdd._261_,15.72
scaleAdd._058_,15.7
scaleAdd._250_,15.7
accumulator._0223_,15.68
accumulator._0307_,15.6
scaleAdd._316_,15.6
scaleAdd._251_,15.54
scaleAdd._256_,15.52
scaleAdd._205_,15.48
scaleAdd._231_,15.46
accumulator._0793_,15.44
accumulator._0284_,15.42
accumulator._1097_,15.42
accumulator._0686_,15.4
accumulator._0056_,15.38
accumulator._0491_,15.38
accumulator._0069_,15.33
scaleAdd._109_,15.26
scaleAdd._346_,15.26
accumulator._1124_,15.22
scaleAdd._069_,15.2
accumulator._0335_,15.17
accumulator._0465_,15.16
scaleAdd._094_,15.1
scaleAdd._342_,15.1
scaleAdd._075_,15.06
scaleAdd._219_,15.02
scaleAdd._253_,15.02
scaleAdd._032_,14.96
accumulator._0928_,14.94
scaleAdd._088_,14.94
accumulator._0780_,14.92
accumulator._0047_,14.84
accumulator._0644_,14.84
scaleAdd._214_,14.82
accumulator._0278_,14.8
accumulator._0512_,14.72
accumulator._0548_,14.68
accumulator._0070_,14.64
scaleAdd._180_,14.64
scaleAdd._207_,14.64
accumulator._0579_,14.585
scaleAdd._126_,14.48
scaleAdd._138_,14.48
accumulator._0487_,14.44
scaleAdd._137_,14.44
scaleAdd._121_,14.42
scaleAdd._173_,14.36
accumulator._0790_,14.34
accumulator._0818_,14.3
accumulator._1102_,14.3
accumulator._0855_,14.28
scaleAdd._035_,14.26
scaleAdd._359_,14.22
scaleAdd._246_,14.18
accumulator._0998_,14.04
scaleAdd._156_,13.98
accumulator._0966_,13.975
accumulator._0488_,13.92
accumulator._0457_,13.91
accumulator._1169_,13.84
net54,13.8
net86,13.8
accumulator._0835_,13.78
accumulator._0441_,13.74
accumulator._0189_,13.72
accumulator._0210_,13.72
operator._06_,13.72
accumulator.state\[1\],13.7
scaleAdd._175_,13.68
accumulator._0064_,13.6
accumulator._1138_,13.575
scaleAdd._265_,13.56
accumulator._1166_,13.54
scaleAdd._177_,13.54
accumulator._0473_,13.53
accumulator._0178_,13.5
accumulator._0575_,13.5
accumulator._1086_,13.48
scaleAdd._117_,13.46
accumulator._0615_,13.42
accumulator._0765_,13.34
net83,13.325
accumulator._0828_,13.32
accumulator._0492_,13.3
accumulator.io_inSign,13.26
scaleAdd._324_,13.16
scaleAdd._193_,13.14
accumulator._0438_,13.12
accumulator._0811_,13.12
accumulator._0859_,13.1
accumulator._0699_,13.08
accumulator._0328_,13.04
accumulator._1040_,13.04
accumulator._0052_,13.02
accumulator._0528_,13.02
accumulator._0235_,12.96
accumulator._0348_,12.96
accumulator._0516_,12.96
scaleAdd._163_,12.88
accumulator._0698_,12.86
accumulator._0517_,12.82
scaleAdd._034_,12.78
accumulator._0472_,12.76
accumulator._0617_,12.76
scaleAdd._098_,12.7
accumulator._0225_,12.64
accumulator._0915_,12.62
scaleAdd._150_,12.58
scaleAdd._327_,12.56
scaleAdd._048_,12.54
scaleAdd._254_,12.54
accumulator._1145_,12.5
scaleAdd._238_,12.5
scaleAdd._286_,12.48
accumulator._0767_,12.46
accumulator._1016_,12.42
accumulator._0229_,12.38
accumulator._0718_,12.38
accumulator._0377_,12.34
accumulator._0527_,12.32
scaleAdd._089_,12.32
accumulator._0902_,12.24
scaleAdd._123_,12.24
accumulator._1063_,12.22
accumulator._0839_,12.2
scaleAdd._000_,12.2
accumulator._0829_,12.18
accumulator._0082_,12.16
accumulator._0810_,12.16
scaleAdd._293_,12.16
scaleAdd._310_,12.16
accumulator._0213_,12.14
scaleAdd._090_,12.12
accumulator._0375_,12.08
scaleAdd._271_,12.08
accumulator._0646_,12.06
accumulator._0784_,12
accumulator._0311_,11.98
accumulator._0312_,11.98
scaleAdd._223_,11.98
accumulator._0627_,11.96
scaleAdd._225_,11.96
accumulator._0600_,11.84
accumulator._0332_,11.82
accumulator._0745_,11.8
accumulator._1029_,11.78
scaleAdd._161_,11.78
accumulator._0459_,11.74
accumulator._1191_,11.74
scaleAdd._101_,11.72
scaleAdd._043_,11.66
accumulator._0097_,11.62
accumulator._0529_,11.62
accumulator._0741_,11.62
accumulator._0981_,11.62
scaleAdd._148_,11.62
scaleAdd._273_,11.62
accumulator._0317_,11.6
accumulator._0187_,11.58
accumulator._0250_,11.58
accumulator._0849_,11.58
accumulator._0814_,11.575
accumulator._0283_,11.56
accumulator._0551_,11.54
accumulator._0220_,11.52
accumulator._0294_,11.5
accumulator._0986_,11.46
scaleAdd._279_,11.46
scaleAdd._354_,11.46
accumulator._0408_,11.42
scaleAdd._066_,11.38
scaleAdd._076_,11.38
accumulator._0631_,11.34
accumulator._1060_,11.28
scaleAdd._065_,11.28
net73,11.27
net11,11.26
accumulator._0696_,11.2
scaleAdd._110_,11.18
scaleAdd._178_,11.18
scaleAdd._015_,11.17
accumulator._0446_,11.16
scaleAdd._275_,11.14
accumulator._0383_,11.12
accumulator._0947_,11.12
accumulator._1090_,11.12
accumulator._0039_,11.08
accumulator._0275_,11.02
accumulator._0655_,11.02
net66,11
scaleAdd._217_,10.96
accumulator._0672_,10.92
accumulator._0732_,10.92
net19,10.9
accumulator._0038_,10.88
scaleAdd._162_,10.88
accumulator._1159_,10.86
accumulator._0568_,10.82
accumulator._0746_,10.82
accumulator._0753_,10.82
accumulator._0816_,10.82
accumulator._0964_,10.8
scaleAdd._053_,10.8
net38,10.8
accumulator._0448_,10.78
accumulator._0983_,10.78
accumulator._0316_,10.74
scaleAdd._245_,10.72
operator._04_,10.68
accumulator._0650_,10.67
scaleAdd._011_,10.66
accumulator._0175_,10.62
accumulator._1078_,10.58
accumulator._0359_,10.56
accumulator._1162_,10.54
scaleAdd._199_,10.54
scaleAdd._170_,10.52
accumulator._0014_,10.465
accumulator._0929_,10.44
scaleAdd._259_,10.44
accumulator._0360_,10.42
accumulator._0373_,10.4
accumulator._0842_,10.4
accumulator._0927_,10.4
accumulator._0665_,10.395
accumulator._0173_,10.38
scaleAdd._027_,10.38
scaleAdd._325_,10.38
accumulator._0388_,10.36
accumulator._1115_,10.36
accumulator._0183_,10.34
net42,10.34
accumulator._0191_,10.32
accumulator._0771_,10.32
accumulator._0890_,10.32
scaleAdd._211_,10.3
scaleAdd._144_,10.28
accumulator._0906_,10.26
accumulator._0728_,10.24
accumulator._0152_,10.22
scaleAdd._270_,10.18
scaleAdd._282_,10.18
accumulator._0356_,10.16
accumulator._0752_,10.16
accumulator._0776_,10.16
scaleAdd._344_,10.12
accumulator._0656_,10.1
scaleAdd._349_,10.08
accumulator._1058_,10.04
scaleAdd._052_,10
accumulator._1187_,9.98
scaleAdd._012_,9.98
scaleAdd._174_,9.98
scaleAdd._336_,9.96
accumulator._0418_,9.94
accumulator._0854_,9.94
accumulator._0935_,9.94
accumulator._0634_,9.9
accumulator._0366_,9.86
accumulator._0954_,9.86
accumulator.io_inExp\[4\],9.82
net20,9.8
accumulator._0576_,9.78
accumulator._0629_,9.78
accumulator._0050_,9.71
accumulator._0624_,9.7
accumulator._0387_,9.66
accumulator._0390_,9.62
accumulator._0937_,9.62
scaleAdd._191_,9.62
accumulator._0781_,9.58
accumulator._0087_,9.54
accumulator._0554_,9.52
accumulator._0088_,9.515
scaleAdd._232_,9.5
accumulator._1007_,9.48
scaleAdd._260_,9.48
scaleAdd._054_,9.46
accumulator._0338_,9.44
accumulator._0594_,9.44
accumulator._0864_,9.44
accumulator._0975_,9.44
accumulator._1121_,9.44
scaleAdd._028_,9.44
accumulator._0346_,9.42
accumulator._0333_,9.4
scaleAdd._295_,9.38
accumulator._0176_,9.36
accumulator._0710_,9.36
accumulator._0318_,9.32
accumulator._0339_,9.32
accumulator._0415_,9.32
accumulator._0959_,9.32
accumulator._1070_,9.32
scaleAdd._269_,9.3
scaleAdd._300_,9.26
accumulator._0354_,9.24
accumulator._0777_,9.19
accumulator._1182_,9.14
accumulator._0706_,9.12
scaleAdd._091_,9.12
accumulator._0933_,9.115
scaleAdd._230_,9.08
scaleAdd._007_,9.06
accumulator._0063_,9.04
scaleAdd._021_,9.02
scaleAdd._049_,9.02
accumulator._0755_,9
accumulator._0877_,9
scaleAdd._045_,9
accumulator._0099_,8.98
accumulator._0458_,8.98
accumulator._0654_,8.98
scaleAdd._016_,8.98
scaleAdd._042_,8.96
accumulator._1157_,8.92
scaleAdd._306_,8.92
accumulator._0270_,8.9
accumulator._0353_,8.9
accumulator._0454_,8.9
accumulator._0971_,8.9
