design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/workspaces/snax_cluster/hw/chisel_acc,DotProductUnit_E2M1_x_E2M1_scale_UE2M6,RUN_2026.03.16_20.13.11,flow completed,0h6m10s0ms,0h4m8s0ms,99213.04697152048,0.044752178625,39685.218788608196,-1,39.818599999999996,591.98,1671,0,0,0,0,0,0,0,1,1,0,0,44371,12417,-1.41,-2.31,0.0,0.0,-18.32,-33.67,-61.42,0.0,0.0,-553.59,34293987.0,0.0,36.5,29.59,3.89,2.68,-1,28,40,5,17,0,0,0,32,1,0,2,4,8,6,3,355,8,9,4,2082,547,0,810,1776,5215,37666.1248,0.00275,0.0034,8.98e-06,0.00339,0.00433,1.08e-08,0.00375,0.00513,1.67e-08,12.559999999999999,43.32,23.084025854108955,25.0,1,40,153.18,153.6,0.3,1,10,0.5,0,sky130_fd_sc_hd,AREA 0
