design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/workspaces/snax_cluster/hw/chisel_acc,DotProductUnit_E2M3_x_E3M2_scale_UE5M3,RUN_2026.03.17_15.18.58,flow completed,0h6m29s0ms,0h4m39s0ms,99394.27384830124,0.042557783625,39757.709539320495,-1,42.0044,595.76,1571,0,0,0,0,0,0,0,0,0,0,0,43720,11867,-1.19,-2.06,0.0,0.0,-16.22,-22.55,-52.57,0.0,0.0,-491.2,32477045.0,0.0,36.42,30.39,5.35,3.38,-1,79,99,5,25,0,0,0,87,5,0,5,9,16,19,5,336,12,13,8,1934,497,3,739,1692,4865,35569.1136,0.00639,0.00692,8.98e-06,0.00787,0.00882,1.04e-08,0.0088,0.0104,1.71e-08,12.04,41.22,24.2600679281902,25.0,1,40,153.18,153.6,0.3,1,10,0.5,0,sky130_fd_sc_hd,AREA 0
