net,length_um
io_inA[5],7.81
scaleAdd._072_,7.805
accumulator._0637_,7.74
accumulator._0038_,7.68
scaleAdd._097_,7.66
accumulator._0885_,7.64
accumulator._0294_,7.62
accumulator._0337_,7.6
accumulator._0548_,7.6
accumulator._0600_,7.6
accumulator._0194_,7.58
scaleAdd._075_,7.58
scaleAdd._215_,7.58
accumulator._0307_,7.56
accumulator._0359_,7.56
accumulator._0556_,7.56
accumulator._0111_,7.54
accumulator._0151_,7.52
accumulator._0242_,7.52
accumulator._0243_,7.52
accumulator._0730_,7.52
accumulator._0882_,7.52
scaleAdd._170_,7.52
accumulator._1114_,7.48
accumulator._0282_,7.44
accumulator._0230_,7.4
accumulator._0245_,7.4
accumulator._0780_,7.4
scaleAdd._113_,7.4
accumulator._0280_,7.36
scaleAdd._237_,7.33
accumulator._0734_,7.32
scaleAdd._043_,7.32
accumulator._0739_,7.3
accumulator._0788_,7.3
scaleAdd._164_,7.26
io_resetAcc,7.23
scaleAdd._018_,7.22
scaleAdd._023_,7.22
accumulator._0286_,7.2
accumulator._0671_,7.2
operator.io_outExp\[0\],7.2
scaleAdd._089_,7.2
accumulator._0418_,7.18
accumulator._0530_,7.18
operator._037_,7.18
net77,7.16
scaleAdd._125_,7.14
accumulator._0881_,7.12
operator.io_outSign,7.12
io_accOut[21],7.11
io_accOut[6],7.11
io_accOut[8],7.11
io_accOut[9],7.11
accumulator._0208_,7.1
accumulator._0265_,7.1
accumulator._0786_,7.1
scaleAdd._256_,7.1
accumulator._1136_,7.08
accumulator._0801_,7.06
io_inB[1],7.01
accumulator._1115_,7
scaleAdd._036_,7
scaleAdd._151_,6.98
accumulator._0958_,6.94
scaleAdd._083_,6.94
scaleAdd._141_,6.93
net97,6.88
scaleAdd._050_,6.86
scaleAdd._078_,6.86
accumulator._0240_,6.78
io_inB[4],6.77
accumulator._0968_,6.76
net114,6.76
net96,6.74
accumulator._0241_,6.72
operator._036_,6.72
scaleAdd._175_,6.72
scaleAdd._200_,6.72
accumulator._0459_,6.67
accumulator._0766_,6.66
accumulator._0830_,6.66
accumulator._0104_,6.64
accumulator._0608_,6.64
accumulator._0719_,6.64
scaleAdd._167_,6.62
accumulator._0231_,6.6
accumulator._0272_,6.6
accumulator._0318_,6.6
accumulator._0813_,6.6
accumulator._1053_,6.6
scaleAdd._208_,6.6
io_accOut[11],6.57
scaleAdd._027_,6.57
accumulator._0759_,6.54
accumulator._0897_,6.52
scaleAdd._053_,6.52
scaleAdd._064_,6.52
scaleAdd._168_,6.52
scaleAdd._228_,6.52
net66,6.52
accumulator._0895_,6.48
scaleAdd._242_,6.48
accumulator._0932_,6.46
accumulator._1099_,6.44
io_accOut[23],6.43
accumulator._0832_,6.42
accumulator._0519_,6.36
accumulator._0259_,6.32
accumulator._0401_,6.32
accumulator._0976_,6.32
scaleAdd._213_,6.32
io_inScaleA[4],6.31
io_inScaleB[7],6.31
accumulator._0045_,6.3
accumulator._0122_,6.3
accumulator._1101_,6.3
accumulator._0569_,6.28
scaleAdd._129_,6.28
accumulator._0742_,6.26
scaleAdd._065_,6.26
scaleAdd._144_,6.26
scaleAdd._261_,6.26
operator._048_,6.2
scaleAdd._131_,6.2
accumulator._0218_,6.18
accumulator._0255_,6.18
accumulator._0678_,6.18
accumulator._0746_,6.18
accumulator._1116_,6.18
operator._005_,6.18
scaleAdd._211_,6.18
accumulator._0939_,6.17
accumulator._0744_,6.16
scaleAdd._128_,6.16
accumulator._0193_,6.14
accumulator._0223_,6.14
accumulator._0254_,6.14
accumulator._0361_,6.14
accumulator._0491_,6.14
accumulator._0805_,6.14
accumulator._0931_,6.14
scaleAdd._145_,6.14
io_inB[5],6.11
io_accOut[10],6.09
io_accOut[25],6.09
accumulator._1079_,6.08
accumulator._0206_,6.06
accumulator._0225_,6.06
scaleAdd._238_,6.06
accumulator._0187_,6.04
accumulator._0498_,6.04
accumulator._0588_,6.04
operator._002_,6.02
operator._033_,5.98
scaleAdd._231_,5.98
io_inA[0],5.97
accumulator._0031_,5.965
accumulator._0253_,5.94
net85,5.9
accumulator._0119_,5.86
accumulator._0930_,5.86
scaleAdd._025_,5.86
net111,5.86
accumulator._0155_,5.84
accumulator._0167_,5.84
accumulator._0283_,5.84
accumulator._0973_,5.84
accumulator._1087_,5.84
net115,5.84
accumulator._0898_,5.82
accumulator._0913_,5.82
scaleAdd._054_,5.82
accumulator._0192_,5.8
accumulator._0641_,5.8
accumulator._0666_,5.8
accumulator._0945_,5.8
accumulator._0956_,5.8
accumulator._0975_,5.8
accumulator._1104_,5.8
accumulator._1107_,5.8
accumulator._0032_,5.765
io_accOut[13],5.75
io_accOut[14],5.75
io_accOut[15],5.75
io_accOut[19],5.75
io_accOut[28],5.75
scaleAdd._041_,5.74
accumulator._0010_,5.72
accumulator._0252_,5.72
accumulator._0811_,5.72
accumulator._0855_,5.72
accumulator._0967_,5.72
operator._000_,5.72
scaleAdd._073_,5.72
scaleAdd._198_,5.72
operator.io_outMant\[6\],5.7
accumulator._0263_,5.68
accumulator._0271_,5.68
accumulator._0315_,5.68
accumulator._1126_,5.68
net90,5.68
io_inA[3],5.63
io_inScaleA[5],5.63
accumulator._0261_,5.6
accumulator._0339_,5.6
accumulator._0506_,5.6
accumulator._0800_,5.6
accumulator._0970_,5.6
accumulator._0770_,5.58
accumulator._1008_,5.58
accumulator._0178_,5.56
net93,5.52
accumulator._0040_,5.5
scaleAdd._219_,5.5
accumulator._0296_,5.48
accumulator._0948_,5.48
accumulator._1067_,5.48
scaleAdd._007_,5.48
io_inB[2],5.41
accumulator._0118_,5.4
scaleAdd._068_,5.4
accumulator._0107_,5.38
accumulator._0625_,5.38
net76,5.38
accumulator._0247_,5.36
accumulator._1102_,5.36
operator._009_,5.36
scaleAdd._091_,5.36
scaleAdd._193_,5.36
accumulator._0278_,5.34
accumulator._0501_,5.34
accumulator._0650_,5.34
accumulator._0887_,5.34
accumulator._0888_,5.34
accumulator._0924_,5.34
accumulator._1083_,5.34
accumulator._1133_,5.34
scaleAdd._080_,5.34
net33,5.34
io_inA[1],5.29
io_inA[2],5.29
io_inScaleB[3],5.29
io_inScaleB[6],5.29
accumulator._0266_,5.28
accumulator._0847_,5.28
accumulator._0904_,5.28
net78,5.28
accumulator._0002_,5.265
operator._029_,5.26
scaleAdd._022_,5.26
scaleAdd._063_,5.26
scaleAdd._195_,5.26
accumulator._0016_,5.24
accumulator._0368_,5.22
accumulator._0761_,5.22
scaleAdd._202_,5.22
accumulator._0033_,5.16
accumulator._0183_,5.14
accumulator._0292_,5.14
accumulator._0314_,5.14
accumulator._0482_,5.14
accumulator._0585_,5.14
accumulator._0822_,5.14
accumulator._1025_,5.14
scaleAdd._205_,5.14
accumulator._0613_,5.12
accumulator._0461_,5.095
io_accOut[18],5.07
io_accOut[22],5.07
io_accOut[24],5.07
io_accOut[2],5.07
io_accOut[30],5.07
io_accOut[5],5.07
io_accOut[7],5.07
accumulator._1070_,5.06
accumulator._0228_,5.02
accumulator._0383_,5.02
scaleAdd._001_,5.02
scaleAdd._112_,5.01
net62,5
io_inA[4],4.95
io_inB[3],4.95
io_inScaleA[3],4.95
io_inScaleA[6],4.95
io_inScaleB[4],4.95
io_start,4.95
accumulator._0385_,4.94
accumulator._0783_,4.94
scaleAdd._147_,4.94
accumulator._0055_,4.92
accumulator._0962_,4.92
scaleAdd._182_,4.92
accumulator._0715_,4.9
accumulator._1091_,4.9
accumulator._0067_,4.88
accumulator._0160_,4.88
accumulator._0302_,4.88
accumulator._0565_,4.88
accumulator._0711_,4.88
accumulator._0790_,4.88
accumulator._1103_,4.88
operator._035_,4.88
scaleAdd._152_,4.88
accumulator._1075_,4.87
accumulator._1034_,4.85
accumulator._0221_,4.82
accumulator._0986_,4.82
accumulator._0184_,4.8
accumulator._0483_,4.8
accumulator._0838_,4.8
operator._028_,4.8
scaleAdd._104_,4.8
scaleAdd._169_,4.8
scaleAdd._179_,4.8
scaleAdd._263_,4.8
net108,4.8
accumulator._0689_,4.76
accumulator._0818_,4.76
accumulator._0866_,4.76
accumulator._1044_,4.76
accumulator._1057_,4.76
scaleAdd._044_,4.76
scaleAdd._092_,4.76
io_accOut[17],4.73
io_accOut[26],4.73
io_accOut[4],4.73
io_done,4.73
accumulator._0020_,4.72
accumulator._0124_,4.7
scaleAdd._017_,4.7
accumulator._0547_,4.66
accumulator._0011_,4.625
io_inScaleA[2],4.61
io_inScaleA[7],4.61
io_inScaleB[5],4.61
scaleAdd._119_,4.6
operator._045_,4.58
operator.io_outExp\[3\],4.56
accumulator._0925_,4.53
scaleAdd._052_,4.49
accumulator._0129_,4.48
scaleAdd._192_,4.48
accumulator._0204_,4.46
accumulator._0520_,4.46
accumulator._0623_,4.46
accumulator._0825_,4.46
accumulator._0883_,4.46
accumulator._0944_,4.46
accumulator._1063_,4.46
scaleAdd._245_,4.46
accumulator._0375_,4.42
scaleAdd._217_,4.42
io_accOut[0],4.39
io_accOut[12],4.39
io_accOut[16],4.39
io_accOut[1],4.39
io_accOut[27],4.39
io_accOut[31],4.39
io_accOut[3],4.39
accumulator._0012_,4.385
accumulator._0037_,4.36
accumulator._0291_,4.36
scaleAdd._190_,4.36
net67,4.36
net86,4.36
accumulator._0131_,4.34
accumulator._0262_,4.34
accumulator._0624_,4.34
accumulator._0763_,4.34
accumulator._0955_,4.34
accumulator._0971_,4.34
accumulator._1073_,4.34
scaleAdd._210_,4.34
io_inB[0],4.27
io_inScaleA[1],4.27
accumulator._0006_,4.265
accumulator._0667_,4.24
accumulator._0232_,4.22
accumulator._0927_,4.215
accumulator._0907_,4.2
accumulator._0163_,4.14
scaleAdd._196_,4.14
accumulator._1021_,4.1
accumulator._0198_,4.02
accumulator._0753_,4.02
accumulator._0250_,4
accumulator._0511_,4
accumulator._0629_,4
accumulator._0026_,3.975
accumulator._0542_,3.96
accumulator._0007_,3.925
net47,3.9
accumulator._0200_,3.88
accumulator._1056_,3.88
accumulator._1130_,3.88
net69,3.88
accumulator._0019_,3.8
accumulator._0015_,3.78
accumulator._0541_,3.78
accumulator._0821_,3.78
accumulator._1132_,3.78
accumulator._0217_,3.76
accumulator._0596_,3.76
accumulator._1027_,3.76
accumulator._0423_,3.74
accumulator._0233_,3.68
accumulator._0869_,3.68
accumulator._0985_,3.68
operator._019_,3.68
accumulator._0220_,3.64
accumulator._0889_,3.56
accumulator._0901_,3.56
accumulator._1002_,3.56
scaleAdd._006_,3.56
scaleAdd._024_,3.56
scaleAdd._126_,3.56
scaleAdd._253_,3.56
accumulator._0210_,3.54
accumulator._0288_,3.54
accumulator._0785_,3.54
accumulator._0909_,3.54
accumulator._1129_,3.54
accumulator._1140_,3.54
operator._024_,3.54
scaleAdd._037_,3.54
scaleAdd._241_,3.54
net89,3.54
accumulator._0387_,3.49
accumulator._0024_,3.465
accumulator._0963_,3.45
accumulator._0076_,3.44
scaleAdd._002_,3.44
scaleAdd._189_,3.44
accumulator._0140_,3.42
accumulator._0168_,3.42
accumulator._0445_,3.42
accumulator._0894_,3.42
accumulator._1039_,3.42
accumulator._1068_,3.42
operator._007_,3.42
operator._041_,3.42
operator._042_,3.42
scaleAdd._201_,3.42
accumulator._0258_,3.32
accumulator._0527_,3.32
accumulator._0246_,3.3
accumulator._0433_,3.3
accumulator._0005_,3.245
accumulator._0003_,3.225
accumulator._0099_,3.22
accumulator._0226_,3.22
accumulator._0310_,3.22
accumulator._0652_,3.22
accumulator._0919_,3.22
scaleAdd._250_,3.22
accumulator._0052_,3.2
accumulator._0114_,3.2
accumulator._0916_,3.18
accumulator._0008_,3.145
accumulator._0021_,3.145
accumulator._0295_,3.1
operator._011_,3.1
scaleAdd._110_,3.1
scaleAdd._134_,3.1
accumulator._0116_,3.08
accumulator._0138_,3.08
accumulator._0201_,3.08
accumulator._0236_,3.08
accumulator._1061_,3.08
scaleAdd._074_,3.08
scaleAdd._220_,3.08
net101,3.08
accumulator._1010_,3.06
accumulator._0013_,3.045
accumulator._0940_,2.98
scaleAdd._204_,2.98
accumulator._0545_,2.96
accumulator._0837_,2.96
accumulator._0842_,2.96
accumulator._0908_,2.96
accumulator._0998_,2.96
operator._039_,2.96
scaleAdd._093_,2.96
scaleAdd._174_,2.96
accumulator._0692_,2.86
accumulator._1037_,2.84
accumulator._0001_,2.785
accumulator._0133_,2.76
accumulator._0177_,2.76
accumulator._0264_,2.76
scaleAdd._139_,2.76
net74,2.76
scaleAdd._099_,2.72
accumulator._0029_,2.705
accumulator._0142_,2.64
scaleAdd._048_,2.64
net107,2.64
net112,2.64
net116,2.64
accumulator._0576_,2.62
accumulator._0582_,2.62
accumulator._0690_,2.62
accumulator._0857_,2.62
accumulator._0917_,2.62
accumulator._0981_,2.62
accumulator._1003_,2.62
accumulator._1024_,2.62
accumulator._1045_,2.62
scaleAdd._060_,2.62
scaleAdd._070_,2.62
scaleAdd._227_,2.62
net113,2.62
accumulator._0270_,2.52
scaleAdd._252_,2.52
scaleAdd._254_,2.52
accumulator._0161_,2.5
accumulator._0244_,2.5
accumulator._0293_,2.5
accumulator._0515_,2.5
accumulator._0602_,2.5
accumulator._0653_,2.5
accumulator._0846_,2.5
accumulator._0928_,2.5
accumulator._1041_,2.5
accumulator._1047_,2.5
accumulator._1077_,2.5
scaleAdd._049_,2.5
scaleAdd._114_,2.5
scaleAdd._206_,2.5
scaleAdd._230_,2.5
accumulator._0069_,2.4
accumulator._0004_,2.325
accumulator._0018_,2.325
accumulator._0943_,2.3
accumulator._0954_,2.3
scaleAdd._010_,2.3
scaleAdd._057_,2.3
accumulator._0027_,2.255
accumulator._0235_,2.18
accumulator._0336_,2.18
scaleAdd._013_,2.18
scaleAdd._166_,2.18
scaleAdd._178_,2.18
accumulator._0304_,2.16
accumulator._0935_,2.16
accumulator._0936_,2.16
accumulator._0947_,2.16
accumulator._0960_,2.16
accumulator._0978_,2.16
accumulator._1035_,2.16
accumulator._1066_,2.16
accumulator._1112_,2.16
operator._025_,2.16
scaleAdd._138_,2.16
net79,2.16
net87,2.16
net98,2.16
accumulator._0017_,2.145
accumulator._0030_,2.085
accumulator._1117_,2.06
scaleAdd._163_,2.06
accumulator._0123_,2.04
accumulator._0320_,2.04
accumulator._0920_,2.04
accumulator._1015_,2.04
accumulator._1054_,2.04
net103,2.04
accumulator._0550_,1.94
accumulator._0158_,1.84
accumulator._0175_,1.84
accumulator._0196_,1.84
accumulator._0820_,1.84
accumulator._1012_,1.84
scaleAdd._244_,1.84
scaleAdd._265_,1.84
net73,1.84
net109,1.84
net110,1.84
accumulator._0191_,1.72
accumulator._0219_,1.72
accumulator._0224_,1.72
accumulator._0360_,1.72
accumulator._0665_,1.72
accumulator._0991_,1.72
operator._051_,1.72
accumulator._0170_,1.7
accumulator._0479_,1.7
accumulator._0905_,1.7
accumulator._0910_,1.7
accumulator._0951_,1.7
accumulator._0995_,1.7
accumulator._1018_,1.7
accumulator._1050_,1.7
accumulator._1086_,1.7
accumulator._1089_,1.7
accumulator._1105_,1.7
operator._017_,1.7
scaleAdd._055_,1.7
net80,1.7
accumulator._0014_,1.685
accumulator._0025_,1.685
accumulator._0028_,1.685
net39,1.6
accumulator._0197_,1.48
accumulator._0372_,1.38
accumulator._0494_,1.38
accumulator._0620_,1.38
accumulator._0950_,1.38
accumulator._0999_,1.38
accumulator._0132_,1.36
accumulator._0748_,1.36
accumulator._0136_,1.26
accumulator._0268_,1.26
accumulator._0873_,1.26
accumulator._0082_,1.14
accumulator._0693_,1.14
accumulator._1109_,1.14
scaleAdd._185_,1.14
accumulator._0091_,1.02
accumulator._0890_,1.02
accumulator._0990_,1.02
scaleAdd._212_,1.02
accumulator._0087_,0.92
accumulator._0094_,0.92
accumulator._0145_,0.92
accumulator._0203_,0.92
accumulator._0214_,0.92
scaleAdd._012_,0.92
scaleAdd._123_,0.92
accumulator._0048_,0.8
net95,0.8
accumulator._0182_,0.46
accumulator._0186_,0.46
accumulator._0190_,0.46
accumulator._0865_,0.46
