net,length_um
accumulator._1127_,80.33
accumulator._0057_,80.305
net41,79.22
accumulator._0273_,78.8
accumulator.io_accOut\[11\],78.8
scaleAdd._221_,78.43
accumulator._0374_,77.96
clock,77.92
accumulator._0297_,77.68
accumulator._0497_,77.62
accumulator._0089_,77.34
accumulator._0972_,77.32
accumulator._1138_,77.29
clknet_2_0__leaf_clock,77.06
accumulator._0961_,76.92
accumulator._0377_,76.83
accumulator._0319_,75.98
net94,75.34
accumulator._0381_,75.32
accumulator._0933_,75.06
accumulator._0363_,74.95
net43,74.24
accumulator._0355_,74.06
accumulator._0390_,73.98
accumulator._0047_,73.78
net53,73.58
accumulator._0655_,73.44
accumulator._0517_,73.215
accumulator._0298_,73.2
accumulator.io_accOut\[12\],73
accumulator._0526_,72.98
accumulator.io_inMant\[1\],72.82
accumulator._0434_,72.45
accumulator._0747_,72.2
accumulator._0850_,72.16
accumulator._0305_,72
accumulator.io_accOut\[16\],71.8
accumulator._0303_,71.32
scaleAdd._224_,71.28
accumulator._0117_,71.2
accumulator._0735_,70.98
accumulator._0529_,70.97
accumulator._0562_,70.76
accumulator._0757_,70.26
accumulator._0448_,70.08
scaleAdd._236_,70.07
accumulator._0056_,69.38
clknet_2_1__leaf_clock,68.94
accumulator._0084_,68.29
scaleAdd._086_,67.84
scaleAdd._226_,67.585
accumulator._0059_,67.29
accumulator._0481_,67.08
accumulator._0902_,67.08
accumulator._1096_,66.9
accumulator._0034_,66.6
accumulator._0522_,66.52
accumulator._0046_,66.34
accumulator._0035_,65.58
accumulator._0061_,65.2
accumulator._0937_,65.16
accumulator._0036_,65
net75,64.82
accumulator._0604_,64.65
accumulator._0391_,64.57
accumulator.io_accOut\[27\],64.48
accumulator._0544_,64.42
accumulator.io_accOut\[9\],63.76
accumulator._0380_,63.5
accumulator._0767_,63.38
accumulator._0346_,63.3
accumulator._0071_,62.46
accumulator._0406_,62.34
accumulator.io_accOut\[22\],61.62
accumulator._0575_,61.61
accumulator.io_accOut\[10\],61.46
accumulator._0957_,61.42
accumulator._0309_,60.73
net45,60.72
accumulator._1036_,60.58
accumulator.io_accOut\[14\],60.41
accumulator._0977_,60.25
accumulator._0500_,60.12
scaleAdd._100_,59.47
accumulator._0399_,59.3
accumulator._0432_,59.04
accumulator.io_accOut\[30\],58.94
accumulator._0982_,58.78
accumulator.io_inMant\[2\],58.58
accumulator._1088_,58.52
accumulator._0505_,58.2
scaleAdd._235_,58.08
accumulator._1026_,57.755
accumulator._0064_,57.34
accumulator._1124_,57.14
accumulator._0720_,56.98
accumulator._0415_,56.96
scaleAdd._107_,56.88
accumulator._0563_,56.78
accumulator._0489_,56.72
accumulator._0503_,56.66
accumulator.io_accOut\[26\],56.46
accumulator._0378_,56.36
accumulator._0606_,56.12
accumulator._0789_,56.11
accumulator._0538_,55.72
accumulator._0427_,55.52
accumulator._0769_,55.4
accumulator._0306_,55.33
net44,55.24
accumulator._1031_,54.9
scaleAdd._094_,54.9
accumulator._0731_,54.7
accumulator._0453_,54.62
accumulator._0824_,54.44
accumulator._0856_,54.44
accumulator._0050_,54.4
accumulator._1011_,53.2
accumulator._0102_,53.18
accumulator._0495_,52.82
accumulator._0388_,52.8
accumulator._0438_,52.66
accumulator._0408_,52.48
accumulator._0583_,52.34
net58,52.18
accumulator.io_accOut\[23\],51.6
accumulator._0764_,51.54
accumulator._1038_,51.4
accumulator._0867_,51.3
accumulator._0386_,51.28
accumulator._0622_,51.28
accumulator._0078_,50.96
operator.io_outMant\[0\],50.92
accumulator._0605_,50.86
accumulator._1028_,50.76
accumulator._1046_,50.76
accumulator._0062_,50.16
accumulator._0100_,49.74
accumulator.io_accOut\[24\],49.2
net14,49.2
accumulator._0475_,49.06
accumulator._0642_,48.52
accumulator._1040_,48.48
accumulator._0060_,48.12
clknet_0_clock,48.07
accumulator.io_inMant\[3\],48.02
accumulator._0891_,47.98
accumulator._0095_,47.72
accumulator._0407_,47.61
accumulator._0952_,47.58
accumulator._0443_,47.56
accumulator._1071_,47.5
net9,47.08
accumulator._0412_,47.02
accumulator._0108_,46.56
accumulator._0442_,46.56
accumulator._0516_,46.1
accumulator.io_inMant\[14\],46
accumulator._0521_,45.88
accumulator.io_accOut\[25\],45.74
accumulator._1042_,45.54
accumulator._0677_,45.14
scaleAdd._109_,44.9
accumulator._0639_,44.86
accumulator._0075_,44.58
accumulator._0127_,44.54
accumulator._1059_,44.54
scaleAdd._084_,44.52
accumulator._1016_,44.44
accumulator._0803_,44.4
accumulator._0469_,44.32
accumulator._1030_,44.18
accumulator._0435_,44.04
accumulator._0853_,43.84
net15,43.8
accumulator._0429_,43.785
accumulator._0492_,43.62
net49,43.44
net50,43.34
accumulator.io_inExp\[2\],43.26
accumulator._1144_,43.14
accumulator._0724_,43.115
accumulator._0311_,43.08
accumulator._1143_,43.04
accumulator._0313_,42.88
accumulator._0276_,42.74
accumulator._0586_,42.62
accumulator._1013_,42.32
accumulator._0130_,42.28
accumulator._0269_,42.2
accumulator._1141_,42.1
accumulator._0900_,42.06
accumulator._0760_,41.88
accumulator._1048_,41.64
accumulator._0558_,41.52
accumulator._0239_,41.5
accumulator._0669_,41.26
accumulator._0758_,41.14
accumulator._0651_,41.04
accumulator._0635_,41
net64,40.96
accumulator._1090_,40.82
accumulator._0618_,40.78
accumulator._0670_,40.78
accumulator.io_inExp\[3\],40.46
net1,40.46
accumulator._0121_,40.36
accumulator._0687_,40.08
accumulator._0806_,40.03
accumulator._0081_,39.92
accumulator._0370_,39.9
accumulator._0557_,39.9
accumulator._0535_,39.88
accumulator._0508_,39.69
accumulator._1076_,39.64
accumulator._0043_,39.36
accumulator._0574_,39.1
accumulator._1019_,39.1
net26,39.1
accumulator._0068_,38.76
accumulator._0775_,38.62
operator._023_,38.34
accumulator._0467_,38.315
accumulator._0768_,38.22
net11,38.04
accumulator._0049_,37.94
accumulator._0712_,37.88
accumulator._0872_,37.8
accumulator._0157_,37.78
accumulator._0745_,37.7
accumulator._1095_,37.66
accumulator._1055_,37.62
accumulator._0143_,37.6
net65,37.14
accumulator._0317_,37.1
accumulator._0202_,37.06
accumulator.io_inMant\[10\],36.92
accumulator._0409_,36.72
accumulator._1064_,36.68
accumulator._0987_,36.53
accumulator._0457_,36.5
accumulator._0784_,36.49
accumulator._0755_,36.44
accumulator._0484_,36.34
accumulator._0171_,36.33
accumulator._0632_,36.2
accumulator._0135_,36.16
accumulator._0833_,36.16
net8,36.15
accumulator.io_inMant\[5\],36.12
accumulator._0918_,35.98
accumulator._0476_,35.78
accumulator._0718_,35.72
accumulator._0137_,35.705
accumulator._0696_,35.62
accumulator._0646_,35.6
accumulator._0911_,35.44
accumulator._0590_,35.4
scaleAdd._079_,35.38
accumulator._0321_,35.36
net16,35.3
accumulator._0566_,35.27
accumulator._0817_,35.24
accumulator._0536_,35.18
accumulator._0141_,35.1
net46,35.1
scaleAdd._090_,34.92
accumulator._0792_,34.72
accumulator.io_inExp\[4\],34.64
accumulator._0787_,34.42
accumulator._0676_,34.4
accumulator._1069_,34.36
accumulator.io_inMant\[13\],34.315
accumulator._0041_,34.28
accumulator._0554_,34.22
accumulator._0728_,34.22
accumulator._0886_,33.94
accumulator._0205_,33.88
accumulator._0819_,33.77
accumulator._0668_,33.6
accumulator._0510_,33.505
net7,33.42
accumulator._0587_,33.22
net10,33.18
net19,33.11
accumulator._0528_,33.04
scaleAdd._026_,33.04
accumulator._0267_,32.86
accumulator._0073_,32.84
accumulator._0431_,32.82
accumulator._0926_,32.8
accumulator._0249_,32.69
accumulator._0080_,32.6
accumulator._0149_,32.6
accumulator._0189_,32.46
accumulator._0798_,32.38
accumulator._0661_,32.2
accumulator._0672_,32.15
accumulator._0371_,32.12
accumulator._0113_,32.04
accumulator._0727_,31.94
accumulator.io_inExp\[6\],31.94
accumulator._0597_,31.74
accumulator._0070_,31.68
accumulator._0077_,31.66
accumulator._0474_,31.66
accumulator._0531_,31.42
accumulator._0571_,31.42
accumulator._1074_,31.42
accumulator.state\[0\],31.34
accumulator._0172_,31.3
accumulator._0875_,31.16
accumulator._1118_,31.16
accumulator._0992_,31.12
accumulator._1058_,31.08
accumulator._0564_,31.06
accumulator._0772_,31.02
accumulator._0525_,30.96
scaleAdd._058_,30.92
accumulator._0648_,30.84
accumulator._0612_,30.8
accumulator._0507_,30.78
accumulator._0164_,30.72
net22,30.72
accumulator._0134_,30.7
accumulator._0598_,30.66
scaleAdd._051_,30.59
accumulator._0452_,30.56
accumulator._0546_,30.5
accumulator._0101_,30.46
accumulator._0065_,30.4
net88,30.4
accumulator._0845_,30.23
accumulator._0109_,30.16
accumulator._0694_,30.16
scaleAdd._106_,30.14
accumulator._1001_,29.86
accumulator._0195_,29.82
accumulator._0568_,29.74
accumulator._0579_,29.65
scaleAdd._101_,29.32
accumulator._0051_,29.28
accumulator._1082_,29.28
accumulator._0451_,29.26
accumulator._0752_,29.2
scaleAdd._032_,29.18
accumulator._0673_,29.08
accumulator._0643_,29.02
accumulator._0921_,29
accumulator._0996_,28.92
accumulator._0128_,28.82
operator._032_,28.76
accumulator._0211_,28.46
accumulator.io_inMant\[6\],28.32
scaleAdd._016_,28.28
accumulator._0533_,28.26
accumulator._0682_,28.24
accumulator._0552_,28.2
accumulator._1084_,28.16
accumulator._0299_,28.04
accumulator.io_inMant\[4\],28.02
accumulator._0640_,27.86
accumulator._0609_,27.82
accumulator._0876_,27.8
accumulator._1051_,27.8
accumulator._0410_,27.78
accumulator._0165_,27.7
accumulator._0524_,27.7
accumulator._0441_,27.575
accumulator._0980_,27.52
net70,27.42
accumulator._0966_,27.26
scaleAdd._067_,27.26
net2,27.16
accumulator.io_inExp\[5\],27.11
accumulator.io_inExp\[8\],27.06
accumulator._0216_,27.04
accumulator._0827_,26.98
accumulator._0251_,26.96
accumulator._0106_,26.94
accumulator._1004_,26.84
accumulator.io_inMant\[8\],26.84
net3,26.795
accumulator._1122_,26.78
accumulator._0589_,26.58
net18,26.58
accumulator._0572_,26.575
accumulator._0468_,26.52
operator.io_outExp\[1\],26.4
accumulator._0717_,26.28
net17,26.22
scaleAdd._247_,26.18
accumulator._0884_,26.12
accumulator._0058_,26.06
accumulator.io_inMant\[11\],26.04
accumulator._0601_,26.02
accumulator._0701_,26
accumulator._0179_,25.98
accumulator._0691_,25.94
scaleAdd._116_,25.92
accumulator._0382_,25.9
accumulator._0733_,25.84
accumulator._0840_,25.82
net4,25.8
accumulator.io_inMant\[9\],25.75
accumulator._0826_,25.68
accumulator._0464_,25.56
accumulator._0560_,25.46
accumulator._0227_,25.42
accumulator._0709_,25.37
accumulator.io_accOut\[29\],25.335
accumulator._0126_,25.26
accumulator.io_inMant\[7\],25.26
accumulator._0636_,25.235
scaleAdd._159_,25.23
scaleAdd._029_,25.22
accumulator._0485_,25.2
accumulator._0379_,25.06
net20,25.06
accumulator._0066_,24.9
operator._049_,24.76
accumulator._0044_,24.68
accumulator._1145_,24.64
scaleAdd._081_,24.54
scaleAdd._095_,24.54
accumulator._0085_,24.5
accumulator.io_inMant\[12\],24.44
operator.io_outExp\[4\],24.32
accumulator._1142_,24.26
accumulator._0478_,24.12
accumulator._0154_,24.08
accumulator._0969_,24.06
accumulator._1139_,23.96
accumulator._0726_,23.84
accumulator._0463_,23.8
accumulator._0810_,23.785
net28,23.54
scaleAdd._234_,23.34
net21,23.34
accumulator._0289_,23.3
accumulator._0159_,23.28
accumulator._0892_,23.28
accumulator._0870_,23.22
accumulator._0705_,23.18
accumulator._0504_,23.08
scaleAdd._197_,23.05
accumulator._0750_,23
accumulator._0754_,22.98
accumulator._0405_,22.96
scaleAdd._232_,22.84
accumulator._0704_,22.8
accumulator._0430_,22.66
accumulator._1121_,22.6
accumulator._0795_,22.52
accumulator._0176_,22.42
scaleAdd._209_,22.38
accumulator.io_accOut\[28\],22.3
operator.io_outExp\[2\],22.3
operator._030_,22.28
accumulator._0072_,22
accumulator._0649_,22
accumulator._0686_,22
operator._015_,22
accumulator._0284_,21.92
accumulator._0794_,21.9
accumulator._0222_,21.88
accumulator._0577_,21.66
operator._004_,21.555
accumulator._0369_,21.54
accumulator._0477_,21.54
scaleAdd._087_,21.46
scaleAdd._124_,21.44
scaleAdd._156_,21.34
accumulator._0570_,21.26
accumulator._0173_,21.22
accumulator._1134_,21.2
net91,21.2
accumulator._0256_,21.12
accumulator._0796_,21.12
accumulator._1023_,21.12
net24,21.12
accumulator._0893_,21.08
accumulator._0180_,21.06
accumulator._0098_,21.04
accumulator._0699_,20.9
accumulator._0707_,20.86
accumulator._0257_,20.84
scaleAdd._040_,20.78
accumulator._0115_,20.66
accumulator._0573_,20.62
accumulator._0877_,20.58
accumulator._0781_,20.56
scaleAdd._214_,20.56
accumulator._0079_,20.5
accumulator._0338_,20.46
accumulator._0460_,20.42
operator._018_,20.39
accumulator._1020_,20.38
scaleAdd._264_,20.38
accumulator._0828_,20.22
accumulator._0859_,20.2
scaleAdd._005_,20.16
scaleAdd._069_,20.16
net23,20.135
accumulator._0301_,20.12
accumulator._0854_,20.12
net71,20.1
accumulator._0316_,20
accumulator._0663_,20
accumulator._0688_,19.94
accumulator._0899_,19.86
net61,19.78
accumulator._0086_,19.76
accumulator._0959_,19.66
accumulator._0212_,19.6
accumulator._1085_,19.58
accumulator._0626_,19.56
accumulator.io_accOut\[31\],19.52
operator._010_,19.48
accumulator._0594_,19.43
scaleAdd._154_,19.4
scaleAdd._203_,19.38
scaleAdd._039_,19.28
net25,19.24
operator._053_,19.2
scaleAdd._137_,19.2
accumulator._0185_,19.12
scaleAdd._020_,19.12
scaleAdd._111_,19.04
operator._050_,19.02
accumulator._0685_,19
accumulator._0584_,18.98
accumulator._1093_,18.98
scaleAdd._121_,18.96
accumulator._0860_,18.875
accumulator._0090_,18.74
accumulator._0831_,18.74
scaleAdd._153_,18.74
scaleAdd._021_,18.64
accumulator._0514_,18.62
accumulator._1123_,18.62
scaleAdd._015_,18.56
accumulator._1065_,18.5
scaleAdd._108_,18.5
accumulator._0486_,18.44
accumulator._0054_,18.38
accumulator._0706_,18.32
accumulator._0906_,18.32
accumulator._0403_,18.22
accumulator._0139_,18.2
accumulator._0437_,18.2
accumulator._0237_,18.1
accumulator._0664_,18.08
accumulator._0647_,18
accumulator._0156_,17.98
accumulator._0722_,17.98
accumulator._0279_,17.92
accumulator._0325_,17.78
accumulator._0660_,17.74
scaleAdd._071_,17.74
accumulator._0823_,17.72
accumulator._1106_,17.68
accumulator._0695_,17.56
accumulator._0638_,17.54
scaleAdd._240_,17.54
accumulator._0965_,17.45
accumulator._0436_,17.44
accumulator._0729_,17.42
accumulator._0234_,17.38
accumulator._0599_,17.38
scaleAdd._135_,17.38
accumulator._0417_,17.32
accumulator._0778_,17.32
accumulator._0561_,17.28
accumulator._0934_,17.24
accumulator._0425_,17.18
accumulator._0610_,17.16
accumulator.state\[1\],17.08
scaleAdd._218_,17.08
accumulator._0915_,17.06
accumulator._0487_,17.04
accumulator._0188_,17.02
accumulator._0710_,16.96
accumulator._0166_,16.92
scaleAdd._077_,16.88
scaleAdd._225_,16.86
accumulator._0871_,16.78
scaleAdd._157_,16.78
accumulator._0169_,16.76
accumulator._0539_,16.76
scaleAdd._003_,16.74
accumulator._0634_,16.68
accumulator._0042_,16.64
accumulator._1098_,16.6
scaleAdd._140_,16.6
accumulator._0807_,16.52
accumulator._1113_,16.52
accumulator._0680_,16.46
accumulator._0782_,16.44
accumulator._0553_,16.4
accumulator._0621_,16.32
accumulator._0614_,16.28
scaleAdd._034_,16.28
accumulator._0578_,16.2
accumulator._0922_,16.14
accumulator._0896_,16.1
accumulator._0858_,16.09
scaleAdd._045_,16.06
accumulator._0631_,16.02
scaleAdd._191_,16
accumulator._0330_,15.94
accumulator._0567_,15.9
accumulator._1000_,15.89
accumulator._0097_,15.855
accumulator._0723_,15.84
accumulator._0762_,15.77
accumulator._0836_,15.74
accumulator._0419_,15.62
operator._031_,15.6
operator._040_,15.6
scaleAdd._243_,15.6
scaleAdd._188_,15.5
accumulator._0683_,15.48
net52,15.4
accumulator._0595_,15.38
accumulator._0751_,15.34
accumulator._0150_,15.32
accumulator._1006_,15.32
accumulator._0861_,15.26
accumulator._0835_,15.24
accumulator._0488_,15.18
scaleAdd._149_,15.16
accumulator._0863_,15.14
accumulator._0593_,15.1
accumulator._0698_,15.1
accumulator._0997_,15.1
operator._014_,15.1
accumulator._0841_,15.085
accumulator._0630_,15.08
accumulator._0989_,15.02
scaleAdd._260_,15.02
accumulator._0984_,14.98
scaleAdd._059_,14.98
accumulator._0592_,14.94
accumulator._1108_,14.94
accumulator._0153_,14.92
accumulator._0912_,14.92
accumulator._0428_,14.88
accumulator._0852_,14.88
accumulator._0096_,14.84
accumulator._0983_,14.76
scaleAdd._155_,14.74
accumulator._0848_,14.72
accumulator._0324_,14.66
scaleAdd._031_,14.64
accumulator._0756_,14.56
scaleAdd._038_,14.54
scaleAdd._183_,14.54
accumulator._0843_,14.46
accumulator._0063_,14.32
accumulator._0300_,14.28
accumulator._0737_,14.26
accumulator._0426_,14.24
accumulator._0914_,14.22
accumulator._1009_,14.22
scaleAdd._251_,14.2
accumulator._1100_,14.18
scaleAdd._061_,14.12
accumulator._0384_,14.1
accumulator._1043_,14.06
accumulator._0555_,14
accumulator._0633_,14
accumulator._0714_,14
accumulator._0290_,13.96
accumulator._0738_,13.96
accumulator._1125_,13.96
scaleAdd._011_,13.94
accumulator._0421_,13.92
accumulator._0619_,13.9
scaleAdd._143_,13.85
accumulator._0880_,13.84
accumulator._1080_,13.83
accumulator._0260_,13.76
scaleAdd._233_,13.74
accumulator._1022_,13.66
accumulator._0509_,13.64
accumulator._0799_,13.62
accumulator._0953_,13.62
scaleAdd._160_,13.62
scaleAdd._184_,13.62
accumulator._0765_,13.6
operator._046_,13.58
scaleAdd._142_,13.52
accumulator._0675_,13.495
accumulator._0656_,13.46
scaleAdd._122_,13.46
operator._016_,13.4
scaleAdd._148_,13.4
accumulator._0039_,13.38
scaleAdd._133_,13.38
accumulator._0466_,13.36
net83,13.3
accumulator._0287_,13.08
accumulator._0404_,13.08
accumulator._1128_,13.08
accumulator._1060_,12.94
scaleAdd._130_,12.94
scaleAdd._172_,12.88
accumulator._0414_,12.84
scaleAdd._171_,12.8
scaleAdd._207_,12.8
accumulator._0022_,12.795
accumulator._0684_,12.775
accumulator._0248_,12.7
accumulator._0327_,12.66
accumulator._0532_,12.62
accumulator._0725_,12.6
accumulator._0849_,12.6
accumulator._0333_,12.58
accumulator._0328_,12.54
accumulator._0424_,12.42
operator._013_,12.42
operator._021_,12.42
scaleAdd._180_,12.42
operator._008_,12.3
accumulator._0878_,12.24
operator._022_,12.24
accumulator._0793_,12.22
accumulator._0213_,12.11
accumulator._0543_,12.08
operator._020_,12.06
accumulator._0988_,12.04
accumulator._0326_,12.02
scaleAdd._161_,12.02
accumulator._0879_,12
operator._006_,12
accumulator._0480_,11.94
accumulator._0103_,11.92
operator._052_,11.92
scaleAdd._088_,11.9
accumulator._0416_,11.88
accumulator._0732_,11.88
scaleAdd._222_,11.88
accumulator._0093_,11.86
accumulator._0496_,11.82
net82,11.8
accumulator._0702_,11.775
accumulator._0229_,11.72
scaleAdd._177_,11.72
accumulator._0779_,11.7
accumulator._0342_,11.66
scaleAdd._102_,11.66
scaleAdd._162_,11.64
accumulator._0708_,11.62
accumulator.io_inSign,11.59
accumulator._0979_,11.58
operator._043_,11.58
accumulator._0083_,11.54
accumulator._0700_,11.54
scaleAdd._056_,11.54
accumulator._0743_,11.52
scaleAdd._042_,11.5
accumulator._0074_,11.42
accumulator._0152_,11.38
scaleAdd._259_,11.38
scaleAdd._173_,11.34
scaleAdd._019_,11.3
accumulator._0551_,11.28
accumulator._0674_,11.28
accumulator._0679_,11.28
accumulator._0332_,11.22
accumulator._1052_,11.22
scaleAdd._150_,11.16
io_inScaleA[0],11.14
accumulator._0713_,11.1
scaleAdd._257_,11.1
accumulator._0862_,11.08
scaleAdd._028_,11.08
scaleAdd._258_,11.08
scaleAdd._246_,11.06
accumulator._0802_,11
accumulator._0809_,11
scaleAdd._146_,11
accumulator._0974_,10.96
accumulator._0736_,10.92
accumulator._0112_,10.9
accumulator._0209_,10.9
operator._034_,10.88
accumulator._1007_,10.86
accumulator._1062_,10.86
accumulator._0023_,10.825
accumulator._0215_,10.78
accumulator._0341_,10.78
accumulator._0580_,10.78
operator._044_,10.78
scaleAdd._008_,10.76
scaleAdd._098_,10.76
scaleAdd._223_,10.72
accumulator._0616_,10.7
accumulator._1049_,10.7
accumulator._0659_,10.62
accumulator._1029_,10.6
accumulator._0335_,10.58
accumulator._0499_,10.56
scaleAdd._030_,10.54
scaleAdd._194_,10.54
reset,10.47
accumulator._0591_,10.44
accumulator._0513_,10.42
accumulator.io_inExp\[7\],10.38
accumulator._1131_,10.36
net100,10.36
scaleAdd._120_,10.34
net27,10.34
accumulator._0392_,10.33
accumulator._1111_,10.3
accumulator._0329_,10.24
scaleAdd._096_,10.24
accumulator._0923_,10.2
net68,10.2
accumulator._0462_,10.14
accumulator._0697_,10.12
accumulator._0617_,10.1
accumulator._0681_,10.1
accumulator._1110_,10.1
scaleAdd._117_,10.1
accumulator._0444_,10.08
accumulator._0808_,10.08
scaleAdd._035_,10.035
accumulator._0146_,10
accumulator._0627_,9.98
accumulator._1017_,9.98
accumulator._0207_,9.96
accumulator._0868_,9.94
accumulator._0088_,9.92
accumulator._0864_,9.92
operator._027_,9.92
accumulator._1135_,9.86
scaleAdd._085_,9.86
accumulator._0657_,9.82
operator._047_,9.82
scaleAdd._004_,9.8
accumulator._0518_,9.72
scaleAdd._255_,9.72
accumulator._0000_,9.705
accumulator._0607_,9.7
accumulator._0994_,9.66
scaleAdd._229_,9.66
accumulator._0334_,9.62
scaleAdd._115_,9.62
scaleAdd._076_,9.56
scaleAdd._132_,9.54
net48,9.52
accumulator._0777_,9.5
scaleAdd._118_,9.5
accumulator._0147_,9.48
scaleAdd._000_,9.48
accumulator._0549_,9.46
accumulator._1092_,9.44
scaleAdd._249_,9.44
accumulator._0144_,9.43
accumulator._0331_,9.42
operator._026_,9.4
scaleAdd._103_,9.4
scaleAdd._216_,9.4
net81,9.38
accumulator._0834_,9.36
accumulator._0874_,9.36
accumulator._0774_,9.3
scaleAdd._127_,9.26
accumulator._0181_,9.24
accumulator._0420_,9.22
accumulator._0559_,9.18
accumulator._0611_,9.12
accumulator._0662_,9.12
scaleAdd._033_,9.06
accumulator._0238_,9.04
scaleAdd._187_,9.04
accumulator._0771_,9.02
accumulator._1078_,9.02
io_accOut[29],8.96
accumulator._1081_,8.94
accumulator._0658_,8.92
accumulator._0804_,8.9
scaleAdd._105_,8.9
accumulator._0458_,8.86
accumulator._0791_,8.82
operator._003_,8.8
scaleAdd._199_,8.8
net5,8.8
accumulator._0703_,8.79
accumulator._0199_,8.76
scaleAdd._062_,8.7
accumulator._0340_,8.68
accumulator._0540_,8.66
accumulator._1005_,8.66
scaleAdd._165_,8.66
accumulator._0125_,8.56
accumulator._0308_,8.52
accumulator._0275_,8.5
scaleAdd._176_,8.5
accumulator._0110_,8.48
accumulator._0829_,8.48
operator._012_,8.48
scaleAdd._047_,8.48
scaleAdd._066_,8.48
scaleAdd._136_,8.48
accumulator._0603_,8.44
accumulator._0644_,8.44
scaleAdd._046_,8.44
accumulator._0456_,8.42
accumulator._0537_,8.4
accumulator._0716_,8.38
accumulator._0162_,8.34
accumulator._0274_,8.34
scaleAdd._186_,8.34
scaleAdd._082_,8.32
accumulator._0465_,8.22
accumulator._0938_,8.22
accumulator._0645_,8.185
accumulator._0773_,8.16
accumulator._0323_,8.14
accumulator._0776_,8.14
net99,8.14
operator._001_,8.12
accumulator._0009_,8.115
accumulator._0281_,8.06
accumulator._0422_,8.06
accumulator._1072_,8.06
accumulator._1094_,8.06
accumulator._0105_,8
accumulator._0523_,8
accumulator._0628_,8
accumulator._0941_,8
accumulator._0174_,7.98
accumulator._0471_,7.98
accumulator._0797_,7.98
accumulator._0929_,7.98
scaleAdd._181_,7.98
accumulator._0812_,7.94
accumulator._0993_,7.94
net84,7.94
io_accOut[20],7.93
accumulator._0312_,7.9
operator._038_,7.9
scaleAdd._158_,7.9
net72,7.88
accumulator._0148_,7.86
accumulator._0277_,7.86
accumulator._0398_,7.86
accumulator._0615_,7.86
accumulator._0344_,7.84
