typeA,typeB,scaleType,M_acc,addErr_rel_median,floor_emp_median,H_empirical,offset,source
E4M3,INT8,UE4M4,13,0.004812502,0.0233492725262756,4.851794872246412,1,plus1_scraped_macc_designrule_validation_gate_proj_l1_shard0_off1.csv
E4M3,INT8,UE6M2,9,0.08660774,0.0213660218479755,0.2466987575010674,-3,main_sweep_off-3
E4M3,INT8,UE6M2,10,0.04032885,0.0213660218479755,0.5297949693079644,-2,main_sweep_off-2
E4M3,INT8,UE6M2,11,0.01950299,0.0213660218479755,1.095525447532686,-1,main_sweep_off-1
E4M3,INT8,UE6M2,12,0.009454313,0.0213660218479755,2.2599232591490783,0,main_sweep_off0
E4M3,INT8,UE6M2,13,0.004360977,0.0213660218479755,4.8993658641115285,1,plus1_scraped_macc_designrule_validation_gate_proj_l1_off+1_PRESERVED.csv
E5M2,E4M3,UE6M2,10,0.0348304,0.0446778651885416,1.2827261584288898,-3,main_sweep_off-3
E5M2,E4M3,UE6M2,11,0.01660517,0.0446778651885416,2.690599686034025,-2,main_sweep_off-2
E5M2,E4M3,UE6M2,12,0.007729669,0.0446778651885416,5.780048950160945,-1,main_sweep_off-1
E5M2,E4M3,UE6M2,13,0.003396338,0.0446778651885416,13.15471698886907,0,main_sweep_off0
E5M2,E5M2,UE6M2,12,0.006739531,0.0431869009577292,6.407997968661203,-3,main_sweep_off-3
E5M2,E5M2,UE6M2,13,0.002948246,0.0431869009577292,14.648336996888728,-2,main_sweep_off-2
E5M2,E5M2,UE6M2,14,0.001172484,0.0431869009577292,36.83368042355308,-1,main_sweep_off-1
E5M2,E5M2,UE6M2,15,0.0003979444,0.0431869009577292,108.52496217494004,0,main_sweep_off0
E5M2,INT8,UE6M2,9,0.08757439,0.0446716651248527,0.5100996435699147,-3,main_sweep_off-3
E5M2,INT8,UE6M2,10,0.04190689,0.0446716651248527,1.0659742377650236,-2,main_sweep_off-2
E5M2,INT8,UE6M2,11,0.01986268,0.0446716651248527,2.2490250623205275,-1,main_sweep_off-1
E5M2,INT8,UE6M2,12,0.009337991,0.0446716651248527,4.783862516557651,0,main_sweep_off0
INT8,INT8,UE4M4,14,0.002626792,0.0084620538272403,3.22144038326609,-3,main_sweep_off-3
INT8,INT8,UE4M4,15,0.001229595,0.0084620538272403,6.881984578044234,-2,main_sweep_off-2
INT8,INT8,UE4M4,16,0.0006056639,0.0084620538272403,13.97153409215953,-1,main_sweep_off-1
INT8,INT8,UE4M4,17,0.0002950574,0.0084620538272403,28.679347907357343,0,main_sweep_off0
INT8,INT8,UE6M2,14,0.00222825,0.0081948090227911,3.6776883306590817,-3,main_sweep_off-3
INT8,INT8,UE6M2,15,0.0009881864,0.0081948090227911,8.29277656805548,-2,main_sweep_off-2
INT8,INT8,UE6M2,16,0.0003793006,0.0081948090227911,21.60505156804682,-1,main_sweep_off-1
INT8,INT8,UE6M2,17,0.0001499402,0.0081948090227911,54.6538488196701,0,main_sweep_off0
INT8,INT8,UE8M0,17,1.614975e-05,0.0089868963746787,556.4727859365703,2,widen
E3M2,E3M2,UE8M0,12,0.001926667,0.0455978695224111,23.666710190401933,-3,widen
E4M3,E4M3,UE8M0,12,0.004018308,0.0182023563801743,4.529855944386121,-3,widen
E5M2,E5M2,UE8M0,15,0.0001111786,0.0449946448912983,404.70598560603946,0,widen
E5M2,E4M3,UE8M0,13,0.001032464,0.0427146900324261,41.37160233424726,-2,widen
E4M3,INT8,UE8M0,12,0.005381311,0.0227443227475688,4.226539359566619,-3,widen
E5M2,INT8,UE8M0,12,0.004374945,0.0430075076247534,9.83041103939671,-3,widen
E4M3,E2M1,UE8M0,12,0.001170614,0.0187063766932564,15.979970078314816,-3,widen
E2M1,E2M1,UE8M0,12,0.0,0.1200333338894725,1000000000000.0,-3,widen
E2M3,E2M3,UE8M0,12,0.001471103,0.0279576545550704,19.00455274380546,-3,widen
INT8,INT8,UE8M0,16,7.440015e-05,0.0089868963746787,120.79137440823416,1,widen
E3M2,E3M2,UE8M0,11,0.005351402,0.0455978695224111,8.520733355933851,-4,widen
E4M3,E4M3,UE8M0,11,0.01032839,0.0182023563801743,1.7623614503494058,-4,widen
E5M2,E5M2,UE8M0,14,0.0002957695,0.0449946448912983,152.12739951651108,-1,widen
E5M2,E4M3,UE8M0,12,0.003169973,0.0427146900324261,13.474780394793944,-3,widen
E4M3,INT8,UE8M0,11,0.01367404,0.0227443227475688,1.6633213554713018,-4,widen
E5M2,INT8,UE8M0,11,0.01282719,0.0430075076247534,3.35283936893064,-4,widen
E4M3,E2M1,UE8M0,11,0.003181841,0.0187063766932564,5.879104799157596,-4,widen
E2M1,E2M1,UE8M0,11,0.0002137209,0.1200333338894725,561.635918103815,-4,widen
E2M3,E2M3,UE8M0,11,0.004044128,0.0279576545550704,6.913147792322698,-4,widen
