net,length_um
accumulator._0856_,8.82
scaleAdd._146_,8.82
scaleAdd._039_,8.8
accumulator._0621_,8.78
scaleAdd._093_,8.78
scaleAdd._128_,8.7
scaleAdd._300_,8.69
accumulator._0511_,8.66
scaleAdd._297_,8.66
scaleAdd._222_,8.64
net76,8.6
accumulator._0390_,8.58
accumulator._0170_,8.52
accumulator._0183_,8.52
scaleAdd._215_,8.52
accumulator._0860_,8.5
accumulator._1165_,8.5
accumulator._0703_,8.48
operator._02_,8.48
scaleAdd._114_,8.48
accumulator._0958_,8.46
accumulator._0586_,8.44
accumulator._0613_,8.44
accumulator._0236_,8.4
accumulator._0883_,8.36
scaleAdd._070_,8.36
scaleAdd._266_,8.36
scaleAdd._328_,8.36
accumulator._0108_,8.3
scaleAdd._296_,8.28
accumulator._0777_,8.27
scaleAdd._042_,8.26
accumulator._0490_,8.24
scaleAdd._290_,8.24
accumulator._0046_,8.22
accumulator._0088_,8.22
accumulator._0546_,8.22
accumulator._0219_,8.2
accumulator._0000_,8.165
scaleAdd._284_,8.14
accumulator._0322_,8.12
scaleAdd._071_,8.12
accumulator._0891_,8.1
scaleAdd._147_,8.08
accumulator._0013_,8.065
scaleAdd._073_,8.04
accumulator._0016_,8.025
accumulator._0044_,8.02
accumulator._0207_,8.02
accumulator._0929_,8.02
scaleAdd._130_,8.02
accumulator._0296_,8.01
scaleAdd._113_,8
accumulator._0353_,7.98
accumulator._0356_,7.98
accumulator._0489_,7.98
accumulator._0632_,7.98
accumulator._0800_,7.98
accumulator._1032_,7.98
scaleAdd._079_,7.98
scaleAdd._060_,7.96
scaleAdd._169_,7.96
scaleAdd._228_,7.94
accumulator._0050_,7.92
scaleAdd._037_,7.9
accumulator._0387_,7.86
accumulator._0783_,7.86
scaleAdd._268_,7.86
accumulator._0145_,7.84
accumulator._0654_,7.84
io_start,7.81
operator._01_,7.78
accumulator._0561_,7.76
accumulator._0907_,7.74
accumulator._0997_,7.74
accumulator._1128_,7.74
accumulator._0986_,7.72
accumulator._0938_,7.7
accumulator._0203_,7.68
accumulator._1059_,7.68
accumulator._0342_,7.66
scaleAdd._348_,7.66
accumulator._0331_,7.64
accumulator._0391_,7.64
accumulator._1011_,7.64
scaleAdd._208_,7.64
scaleAdd._351_,7.64
accumulator._1067_,7.6
io_accOut[22],7.59
io_accOut[10],7.57
scaleAdd._046_,7.52
scaleAdd._149_,7.52
scaleAdd._159_,7.52
scaleAdd._239_,7.52
accumulator._0267_,7.48
accumulator._0349_,7.48
scaleAdd._063_,7.46
accumulator._0081_,7.44
scaleAdd._134_,7.44
scaleAdd._202_,7.44
accumulator._0515_,7.42
scaleAdd._001_,7.42
scaleAdd._341_,7.42
accumulator._0426_,7.4
accumulator._0550_,7.4
io_accOut[7],7.37
scaleAdd._038_,7.355
io_inScaleA[5],7.33
accumulator._0556_,7.32
net74,7.32
accumulator._0326_,7.3
scaleAdd._142_,7.3
accumulator._0875_,7.24
accumulator._1012_,7.24
scaleAdd._236_,7.24
accumulator._0106_,7.22
accumulator._0369_,7.22
accumulator._0720_,7.22
accumulator.io_inExp\[4\],7.22
net40,7.22
accumulator._0274_,7.2
accumulator._0877_,7.2
accumulator._1127_,7.2
scaleAdd._102_,7.18
accumulator._0618_,7.14
scaleAdd._203_,7.14
accumulator._0346_,7.12
scaleAdd._067_,7.12
accumulator._0470_,7.1
scaleAdd._105_,7.1
accumulator._0265_,7.08
scaleAdd._343_,7.08
accumulator._0255_,7.06
accumulator._0388_,7.06
accumulator._0976_,7.06
accumulator._1013_,7.06
scaleAdd._226_,7.06
scaleAdd._347_,7.06
accumulator._1123_,7.02
accumulator._0214_,7
accumulator._1151_,7
accumulator._0138_,6.98
accumulator._0352_,6.98
accumulator._0522_,6.98
scaleAdd._021_,6.98
scaleAdd._103_,6.98
net92,6.98
accumulator._1109_,6.96
scaleAdd._171_,6.94
io_accOut[14],6.91
accumulator._0226_,6.9
accumulator._0578_,6.86
accumulator._1160_,6.86
accumulator._1177_,6.86
scaleAdd._005_,6.86
accumulator._0368_,6.82
accumulator._1088_,6.82
scaleAdd._335_,6.82
scaleAdd._301_,6.76
accumulator._1192_,6.75
accumulator._0074_,6.74
scaleAdd._283_,6.74
accumulator._0107_,6.72
accumulator._0330_,6.72
accumulator._0840_,6.72
io_accOut[26],6.69
accumulator._0762_,6.66
io_inScaleA[0],6.65
accumulator._0989_,6.64
accumulator._0262_,6.6
accumulator._1133_,6.6
accumulator._1193_,6.6
scaleAdd._292_,6.6
accumulator._0231_,6.54
scaleAdd._008_,6.54
scaleAdd._010_,6.5
scaleAdd._095_,6.5
accumulator._0319_,6.48
accumulator._0832_,6.48
scaleAdd._258_,6.48
accumulator._0642_,6.42
scaleAdd._257_,6.42
accumulator._0754_,6.4
accumulator._1057_,6.4
scaleAdd._141_,6.4
scaleAdd._237_,6.4
accumulator._0819_,6.38
io_inScaleB[6],6.33
accumulator._0148_,6.32
io_inA[1],6.31
io_inA[3],6.31
io_inScaleA[2],6.31
accumulator._0643_,6.3
accumulator._0779_,6.28
accumulator._0271_,6.26
accumulator._0555_,6.26
accumulator._0612_,6.26
accumulator._0962_,6.26
accumulator._1144_,6.26
scaleAdd._166_,6.26
scaleAdd._249_,6.26
io_accOut[23],6.21
io_accOut[25],6.21
io_done,6.21
accumulator._0057_,6.18
accumulator._0591_,6.18
accumulator._0869_,6.18
accumulator._1001_,6.14
accumulator._1078_,6.14
accumulator._1176_,6.14
io_accOut[18],6.09
accumulator._0571_,6.08
accumulator._0018_,6.065
accumulator._0519_,6.06
accumulator._0955_,6.06
accumulator._0382_,6.04
accumulator._0828_,6.02
io_inScaleA[1],5.97
accumulator._0603_,5.94
accumulator._0680_,5.94
accumulator._1122_,5.94
accumulator._0500_,5.92
accumulator._0738_,5.86
scaleAdd._224_,5.86
scaleAdd._288_,5.86
scaleAdd._051_,5.84
scaleAdd._339_,5.82
accumulator._0001_,5.815
accumulator._0157_,5.8
accumulator._0444_,5.8
accumulator._0482_,5.8
accumulator._1004_,5.8
scaleAdd._097_,5.8
accumulator._0024_,5.775
accumulator._0011_,5.765
io_accOut[27],5.75
io_inScaleA[6],5.75
accumulator._0043_,5.74
accumulator._1163_,5.74
accumulator._0805_,5.72
accumulator._0930_,5.72
scaleAdd._057_,5.72
net63,5.72
accumulator._0166_,5.68
accumulator._0309_,5.68
accumulator._0722_,5.68
accumulator._0949_,5.68
accumulator._0429_,5.67
io_inScaleA[4],5.63
io_inScaleB[7],5.63
accumulator._0573_,5.62
accumulator._0299_,5.6
accumulator._0714_,5.6
accumulator._0982_,5.6
scaleAdd._154_,5.6
accumulator._1173_,5.56
io_accOut[19],5.53
io_accOut[21],5.53
io_accOut[30],5.53
io_accOut[6],5.53
accumulator._1107_,5.52
accumulator._1136_,5.52
scaleAdd._145_,5.52
accumulator._0002_,5.505
accumulator._0233_,5.48
scaleAdd._194_,5.48
scaleAdd._289_,5.48
accumulator._0385_,5.46
accumulator._1007_,5.41
reset,5.41
accumulator._0749_,5.4
scaleAdd._302_,5.4
accumulator._0115_,5.38
accumulator._0268_,5.38
accumulator._1116_,5.38
accumulator._1174_,5.38
accumulator._0298_,5.36
scaleAdd._153_,5.36
accumulator._0565_,5.34
accumulator._0581_,5.34
accumulator._0801_,5.34
accumulator._0995_,5.34
accumulator._1017_,5.34
accumulator._1020_,5.34
io_inB[2],5.29
io_inScaleA[3],5.29
scaleAdd._218_,5.28
accumulator._0681_,5.26
accumulator._0847_,5.26
accumulator._1118_,5.26
scaleAdd._040_,5.26
scaleAdd._181_,5.26
scaleAdd._334_,5.26
net57,5.26
net73,5.26
scaleAdd._353_,5.24
accumulator._0242_,5.22
accumulator._0286_,5.22
accumulator._0329_,5.22
accumulator._1172_,5.22
accumulator._0327_,5.215
io_accOut[16],5.19
io_accOut[17],5.19
scaleAdd._197_,5.16
accumulator._0158_,5.14
accumulator._0532_,5.14
scaleAdd._210_,5.14
accumulator._0227_,5.12
accumulator._0291_,5.12
operator._08_,5.12
accumulator._0026_,5.095
io_accOut[12],5.07
io_accOut[24],5.07
io_accOut[28],5.07
io_accOut[3],5.07
io_accOut[8],5.07
scaleAdd._241_,5.02
io_inA[2],4.95
accumulator._0302_,4.94
scaleAdd._186_,4.94
accumulator._0241_,4.92
accumulator._0365_,4.92
accumulator._0761_,4.92
accumulator._1117_,4.92
net87,4.92
accumulator._0141_,4.88
accumulator._0713_,4.88
accumulator._1005_,4.88
accumulator._1110_,4.88
scaleAdd._096_,4.88
net86,4.88
io_accOut[0],4.85
io_accOut[5],4.85
accumulator._0007_,4.845
accumulator._0285_,4.82
accumulator._1039_,4.82
accumulator._1114_,4.82
scaleAdd._033_,4.82
net81,4.82
accumulator._0058_,4.8
accumulator._0407_,4.8
accumulator._0452_,4.8
accumulator._0608_,4.8
accumulator._0670_,4.8
accumulator._0892_,4.8
accumulator._0897_,4.8
accumulator._0999_,4.8
scaleAdd._133_,4.8
scaleAdd._321_,4.8
accumulator._0483_,4.78
accumulator._0117_,4.76
accumulator._1095_,4.76
accumulator._1190_,4.76
scaleAdd._190_,4.76
net107,4.76
io_accOut[13],4.73
io_accOut[20],4.73
io_accOut[31],4.73
accumulator._0023_,4.7
accumulator._0838_,4.7
accumulator._0841_,4.7
accumulator._0380_,4.68
accumulator._0778_,4.68
accumulator._0792_,4.68
accumulator._0894_,4.68
scaleAdd._011_,4.68
scaleAdd._017_,4.68
scaleAdd._356_,4.68
accumulator._0121_,4.66
accumulator._0321_,4.66
scaleAdd._061_,4.66
io_inA[0],4.61
io_inB[1],4.61
io_inScaleA[7],4.61
accumulator._0678_,4.6
accumulator._1044_,4.6
operator._00_,4.6
accumulator._1073_,4.56
accumulator._1120_,4.56
scaleAdd._242_,4.56
scaleAdd._304_,4.56
accumulator._1126_,4.48
accumulator._1164_,4.48
scaleAdd._252_,4.48
accumulator._0378_,4.46
accumulator._0437_,4.46
accumulator._0616_,4.46
accumulator._0637_,4.46
accumulator._0956_,4.46
accumulator._0977_,4.46
scaleAdd._247_,4.46
scaleAdd._287_,4.46
scaleAdd._299_,4.46
scaleAdd._305_,4.46
scaleAdd._329_,4.46
net91,4.46
accumulator._0102_,4.42
accumulator._0146_,4.42
accumulator._0323_,4.42
accumulator._0376_,4.42
accumulator._1194_,4.42
accumulator._0496_,4.41
io_accOut[11],4.39
io_accOut[15],4.39
io_accOut[1],4.39
io_accOut[29],4.39
io_accOut[2],4.39
io_accOut[4],4.39
io_inB[3],4.39
net66,4.39
accumulator._0266_,4.36
accumulator._0355_,4.36
accumulator._0179_,4.34
accumulator._0279_,4.34
accumulator._0895_,4.34
io_inB[0],4.27
io_resetAcc,4.27
accumulator._0217_,4.24
accumulator._0506_,4.24
scaleAdd._355_,4.24
accumulator._0628_,4.22
accumulator._1143_,4.22
accumulator._0325_,4.2
accumulator._0756_,4.2
accumulator._1089_,4.2
scaleAdd._255_,4.18
accumulator._0314_,4.14
scaleAdd._155_,4.14
accumulator._0228_,4.12
accumulator._0204_,4.1
accumulator._0389_,4.1
scaleAdd._352_,4.1
accumulator._0200_,4.02
accumulator._0243_,4.02
accumulator._0374_,4.02
accumulator._1026_,4.02
accumulator._0313_,4
accumulator._0474_,4
accumulator._0544_,4
accumulator._0652_,4
accumulator._0669_,4
accumulator._0850_,4
accumulator._0951_,4
accumulator._1098_,4
scaleAdd._022_,4
scaleAdd._041_,4
scaleAdd._168_,4
accumulator._0282_,3.98
accumulator._0019_,3.975
accumulator._0033_,3.925
accumulator._0280_,3.9
accumulator._0833_,3.9
scaleAdd._345_,3.9
accumulator._0261_,3.88
accumulator._1091_,3.88
scaleAdd._074_,3.88
scaleAdd._104_,3.88
scaleAdd._276_,3.88
accumulator._0015_,3.805
accumulator._0025_,3.78
accumulator._0269_,3.78
accumulator._0417_,3.78
accumulator._1042_,3.77
accumulator._1025_,3.68
accumulator._0817_,3.66
accumulator._0755_,3.64
scaleAdd._019_,3.64
scaleAdd._024_,3.64
net77,3.64
accumulator._0156_,3.56
accumulator._0164_,3.56
accumulator._0195_,3.56
accumulator._0766_,3.56
accumulator._0807_,3.56
accumulator._0901_,3.56
accumulator._1082_,3.56
accumulator._0077_,3.54
accumulator._0649_,3.54
accumulator._0867_,3.54
accumulator._1065_,3.54
scaleAdd._143_,3.54
net68,3.54
net82,3.54
accumulator._1170_,3.51
accumulator._1175_,3.44
net41,3.44
accumulator._0310_,3.42
accumulator._0836_,3.42
accumulator._0924_,3.42
accumulator._0945_,3.42
accumulator._0954_,3.42
accumulator._1030_,3.42
accumulator._1100_,3.42
scaleAdd._029_,3.42
net93,3.42
accumulator._1050_,3.4
accumulator._0584_,3.34
accumulator._0009_,3.32
accumulator._0022_,3.32
accumulator._0092_,3.32
accumulator._0028_,3.225
accumulator._1055_,3.22
scaleAdd._200_,3.22
scaleAdd._358_,3.22
accumulator._0125_,3.2
accumulator._0953_,3.2
accumulator._0005_,3.175
accumulator._0010_,3.175
accumulator._0100_,3.1
accumulator._1000_,3.1
scaleAdd._078_,3.1
scaleAdd._124_,3.1
scaleAdd._189_,3.1
scaleAdd._233_,3.1
scaleAdd._340_,3.1
net83,3.1
net103,3.1
accumulator._0638_,3.08
accumulator._0772_,3.08
accumulator._0808_,3.08
accumulator._0899_,3.08
accumulator._1125_,3.08
accumulator._1195_,3.08
scaleAdd._243_,3.08
accumulator._0030_,3.065
scaleAdd._139_,3.06
accumulator._0027_,3.045
accumulator._0820_,2.96
accumulator._1171_,2.96
operator.io_outSign,2.96
scaleAdd._212_,2.96
scaleAdd._291_,2.96
accumulator._0218_,2.86
accumulator._0987_,2.86
accumulator._0021_,2.835
accumulator._0305_,2.76
accumulator._1034_,2.76
accumulator._1168_,2.76
scaleAdd._187_,2.76
scaleAdd._267_,2.76
net75,2.74
net67,2.72
accumulator._0287_,2.64
accumulator._0884_,2.64
accumulator._0168_,2.62
accumulator._0381_,2.62
accumulator._0413_,2.62
accumulator._0597_,2.62
accumulator._0609_,2.62
accumulator._0843_,2.62
accumulator._0858_,2.62
accumulator._0967_,2.62
accumulator._0988_,2.62
accumulator._1019_,2.62
accumulator._1037_,2.62
accumulator._1064_,2.62
accumulator._1075_,2.62
scaleAdd._182_,2.62
scaleAdd._277_,2.62
scaleAdd._315_,2.62
net59,2.62
accumulator._0012_,2.545
accumulator._0917_,2.52
net62,2.52
net80,2.52
accumulator._0205_,2.5
accumulator._0350_,2.5
accumulator._0363_,2.5
accumulator._0364_,2.5
accumulator._0689_,2.5
accumulator._0692_,2.5
accumulator._0872_,2.5
accumulator._1033_,2.5
accumulator._1103_,2.5
scaleAdd._152_,2.5
scaleAdd._158_,2.5
scaleAdd._183_,2.5
scaleAdd._240_,2.5
scaleAdd._264_,2.5
accumulator._0540_,2.4
accumulator._0004_,2.325
accumulator._0252_,2.3
accumulator._0258_,2.3
accumulator._1048_,2.3
accumulator._1119_,2.3
accumulator._1150_,2.3
accumulator._1152_,2.3
accumulator._1161_,2.3
scaleAdd._068_,2.3
scaleAdd._160_,2.3
net104,2.3
net105,2.3
accumulator._0844_,2.28
scaleAdd._213_,2.19
accumulator._0277_,2.18
accumulator._0782_,2.18
accumulator._0823_,2.18
scaleAdd._081_,2.18
scaleAdd._209_,2.18
scaleAdd._294_,2.18
scaleAdd._331_,2.18
accumulator._0040_,2.16
accumulator._0133_,2.16
accumulator._0171_,2.16
accumulator._0199_,2.16
accumulator._0246_,2.16
accumulator._0315_,2.16
accumulator._0334_,2.16
accumulator._0724_,2.16
accumulator._0747_,2.16
accumulator._0788_,2.16
accumulator._0799_,2.16
accumulator._0831_,2.16
accumulator._0908_,2.16
accumulator._0916_,2.16
accumulator._1014_,2.16
accumulator._1061_,2.16
accumulator._1071_,2.16
accumulator._1156_,2.16
accumulator._1179_,2.16
scaleAdd._047_,2.16
scaleAdd._198_,2.16
net65,2.16
net85,2.16
accumulator._0029_,2.145
accumulator._0020_,2.08
accumulator._0588_,2.06
scaleAdd._298_,2.06
accumulator._0418_,2.04
accumulator._0420_,2.04
accumulator._0456_,2.04
accumulator._0708_,2.04
accumulator._0813_,2.04
accumulator._1027_,2.04
accumulator._1045_,2.04
accumulator._1129_,2.04
accumulator._1158_,2.04
accumulator._1178_,2.04
operator._05_,2.04
scaleAdd._100_,2.04
scaleAdd._157_,2.04
scaleAdd._164_,2.04
accumulator._0003_,2.025
accumulator._0006_,2.025
accumulator._0730_,1.94
accumulator._0078_,1.84
accumulator._0234_,1.84
accumulator._0251_,1.84
accumulator._0341_,1.84
accumulator._1084_,1.84
accumulator._1104_,1.84
accumulator._1106_,1.84
accumulator._1134_,1.84
accumulator._0201_,1.82
accumulator._0560_,1.82
accumulator._0139_,1.72
accumulator._0154_,1.72
accumulator._0303_,1.72
accumulator._0785_,1.72
accumulator._1023_,1.72
accumulator._1146_,1.72
accumulator._1167_,1.72
scaleAdd._111_,1.72
scaleAdd._278_,1.72
accumulator._0150_,1.7
accumulator._0301_,1.7
accumulator._0308_,1.7
accumulator._0712_,1.7
accumulator._0731_,1.7
accumulator._0770_,1.7
accumulator._0797_,1.7
accumulator._0990_,1.7
accumulator._0993_,1.7
accumulator._1021_,1.7
accumulator._1035_,1.7
accumulator._1047_,1.7
accumulator._1068_,1.7
accumulator._1112_,1.7
scaleAdd._030_,1.7
scaleAdd._064_,1.7
scaleAdd._092_,1.7
scaleAdd._192_,1.7
scaleAdd._206_,1.7
scaleAdd._229_,1.7
scaleAdd._263_,1.7
net58,1.7
accumulator._0008_,1.685
accumulator._0130_,1.6
scaleAdd._176_,1.48
accumulator._0017_,1.405
accumulator._0031_,1.405
accumulator._0032_,1.405
accumulator._0289_,1.38
accumulator._0304_,1.38
accumulator._0530_,1.38
accumulator._0671_,1.38
accumulator._0873_,1.38
accumulator._0973_,1.38
accumulator._0984_,1.38
accumulator._1188_,1.38
scaleAdd._050_,1.38
scaleAdd._084_,1.38
scaleAdd._115_,1.38
scaleAdd._165_,1.38
scaleAdd._220_,1.38
net56,1.38
net106,1.38
accumulator._0957_,1.36
accumulator._0295_,1.26
accumulator._1074_,1.26
accumulator._0239_,1.14
scaleAdd._119_,1.14
net51,1.14
accumulator._1189_,1.02
accumulator._0534_,0.92
accumulator._0974_,0.92
accumulator._1009_,0.92
accumulator._1154_,0.92
operator._03_,0.92
accumulator._0961_,0.8
scaleAdd._086_,0.8
accumulator._0068_,0.46
accumulator._0196_,0.46
accumulator._0290_,0.46
accumulator._0693_,0.46
accumulator._0940_,0.46
scaleAdd._280_,0.46
scaleAdd._314_,0.46
scaleAdd._323_,0.46
scaleAdd._326_,0.46
